relation_path,entity_path
18 15,233 1901 374
22 15,1050 680 374
35 15,790 680 374
17 15,955 1901 374
37 37 37 22,432 1309 1140 1827 374
37 37 37 37 22,1635 1734 1363 1727 1566 374
37 37 29 22,476 1836 14 1442 374
37 35 15,733 1258 680 374
37 37 18 15,1328 1984 1958 1180 374
37 18 15,1024 1321 1901 374
37 22,1024 1321 374
37 37 37 18 15,718 474 1734 205 1901 374
31 13 15,831 158 1901 374
37 37 37 37 18 15,476 1734 1727 1867 1832 1901 374
37 37 17 15,1978 1250 461 1901 374
37 37 37 37 37 22,1705 1250 1288 1982 1381 1566 374
37 15,1741 680 374
22 34 31,375 1030 1969 1247
22 31,375 1030 261
22 34 27,375 1030 1753 1660
22 34 34 34 34 34,375 1030 1762 1927 1829 995 358
22 34 34 34 34 31,375 1030 353 1857 1755 1886 1906
22 34 34 34 31,375 1030 1931 1291 353 618
22 34 34 31,375 1030 1664 247 77
22 34 34 34 34 34 34 34 28,375 1030 55 257 353 31 1303 1544 917 518
21 13 15 34 31,376 1371 1610 1030 1900 1810
21 9,376 1371 105
21 39 15 31,376 1371 1272 1030 1266
21 39 15 34 31,376 1371 1272 1030 16 452
21 39 13 15 34 31,376 1371 1272 1444 1030 364 1322
22 31,376 1030 452
22 34 34 31,376 1030 1802 2008 1663
21 39 15 34 34 34 31,376 1371 1272 1030 162 1874 1949 551
22 34 34 34 31,376 1030 1792 1753 2008 1247
21 13 15 34 34 34 34 34 28,376 1371 1610 1030 3 1949 1316 1346 1863 243
22 34 34 34 34 34 31,376 1030 1740 321 1937 104 49 1723
22 34 31,376 1030 1 646
21 15 31,376 1371 1030 1663
21 15 34 34 31,376 1371 1030 762 1346 1266
21 13 15 34 34 34 34 34 34 27,376 1371 1610 1030 1291 1831 789 2015 484 1844 166
21 15 34 34 34 34 31,376 1371 1030 1863 1346 1907 1934 1808
21 13 15 34 34 34 34 31,376 1371 1610 1030 496 1316 2008 552 1945
22 34 34 34 34 34 28,376 1762 891 257 1926 364 282 1801
22 34 34 34 34 34 34 31,376 1762 1790 13 1179 687 1346 22 1721
22 34 34 23,376 1030 1740 247 263
37 3,455 1859 377
37 37 3,454 307 1982 377
25 3,1678 1675 377
37 37 37 3,455 1984 2 461 377
22 34 26 3,1612 484 1139 1818 377
37 37 37 37 25 3,1166 499 1982 1381 341 1576 377
37 37 37 37 37 3,454 307 1654 1972 1980 320 377
37 37 37 37 3,476 1836 973 1580 320 377
21 13 15 34 34 31,378 489 1610 1030 1969 1691 1808
22 34 34 31,378 1030 1346 687 592
22 34 34 34 31,378 1030 1179 282 6 1721
22 31,378 1030 1810
22 34 34 34 34 31,378 1030 1792 1844 2008 1934 1247
21 13 15 34 34 34 34 34 31,378 489 1610 1030 759 260 2022 484 1712 1906
21 15 34 34 34 34 23,378 489 1030 1923 1907 740 737 1413
22 34 31,378 1030 1992 646
21 13 15 34 31,378 489 1610 1030 39 1002
21 15 34 28,378 489 1030 740 243
21 13 15 31,378 489 1610 1030 826
21 13 15 28,378 489 1610 1030 1833
21 15 34 34 34 23,378 489 1030 750 1927 247 263
21 13 15 34 23,378 489 1610 1030 1714 1461
22 34 34 34 34 34 34 34 34 34,378 1030 1740 484 2010 353 1273 1254 364 1969 31
22 34,378 1030 1408
21 15 34 31,378 489 1030 1992 1906
21 15 34 34 34 34 34 34 34 34,378 489 1030 27 1949 1291 1207 321 1937 49 260
21 15 34 23,378 489 1030 1148 1480
21 15 34 34 31,378 489 1030 2008 1284 1877
21 39 13 15 31,379 829 1272 1444 1030 618
22 34 34 31,379 1030 1861 1303 1876
21 13 23,379 595 1653 1480
21 15 34 34 34 27,379 595 1030 162 260 1326 1660
21 15 31,379 595 1030 618
18 15 34 28,379 809 1030 5 1518
22 31,379 1030 77
18 15 34 31,379 809 1030 2005 1144
21 13 15 34 31,379 595 1653 1030 1869 1639
22 34,379 1030 1408
21 13 34 31,379 637 1030 1334 222
21 39 15 31,379 829 1272 1030 1266
18 15 34 34 34 31,379 809 1030 1299 1286 247 77
22 34 31,379 1030 33 1806
21 15 34 31,379 595 1030 1964 1913
21 15 27,379 829 1030 1480
18 15 31,379 809 1030 1266
21 15 34 34 31,379 829 1030 1844 484 1400
22 34 23,379 1030 883 1480
21 15 34 34 34 34 34 34 31,379 595 1030 260 2024 49 1331 1291 1863 1452
37 3,492 1734 380
37 37 37 37 3,476 1836 1982 1288 1042 380
37 37 3,1385 1484 1119 380
37 37 37 3,189 504 1057 1307 380
29 3,671 1549 380
29 25 3,671 1548 1549 380
37 37 37 37 37 3,566 1880 1568 1734 1363 1727 380
37 37 30 3,982 1813 1725 1983 380
22 34 34 31,381 364 1669 257 65
22 34 31,381 364 690 452
22 26 31 13 23,381 364 2016 158 1901 1413
22 34 34 34 31,381 364 1933 353 1688 1495
22 34 34 34 26 22 31,381 364 106 789 1809 2016 257 1144
22 31,381 364 1322
22 34 34 27,381 364 353 1844 1660
14 3,1283 114 382
37 37 3,982 1813 1983 382
37 3,476 1836 382
14 20 3,1283 134 114 382
37 37 30 3,982 1813 1725 1983 382
37 37 37 3,1385 1484 630 1983 382
37 37,1978 416 383
37 37 37,1364 460 1250 383
31 15 34 27,383 1420 1030 2005 964
31 15 31,383 1420 1030 618
31 15 34 34 31,383 1420 1030 282 1960 1862
37 37 29 25 20 37 37,718 474 1236 697 1634 460 1250 383
22 34 34 28,383 1030 1927 13 243
22 34 31,383 1030 1579 1808
31 15 34 34 34 34 31,383 1420 1030 1869 1303 1284 1923 1663
31 15 34 34 34 34 34 34 34 34,383 1420 1030 768 1207 1792 364 1673 878 1688 260
31 15 34 31,383 1420 1030 31 1452
37 37 29 25 25 25 20 37 37,718 474 1236 697 1796 1795 1634 460 1250 383
22 31,383 1030 1945
31 15 34 23,383 1420 1030 1698 1535
22 34 34 34 31,383 1030 750 1291 257 618
22 34 34,383 1030 1749 1408
31 15 34 34 34 31,383 1420 1030 1142 1838 623 1877
31 15 34 34 34 23,383 1420 1030 1874 1886 878 1480
31 15 34 34 34 34 34 31,383 1420 1030 891 260 1866 353 1316 1663
22 34 34 34 34 34 34 34 34 34,383 1030 1838 257 819 779 1254 1303 1207 1346 1927
22 31,384 1030 1144
22 34 31,384 1030 572 1724
22 34 34 34 31,384 1030 162 484 770 1860
22 23,384 1030 1461
22 34 34 31,384 1030 1316 1254 288
22 34 23,384 1030 2024 263
22 34 27,384 1030 1749 166
22 34 28,384 1030 2013 264
22 34 34 34 34 34 31,384 1030 891 364 1207 1291 2008 1810
22 34 34 28,384 1030 1693 1712 518
22 31,386 247 1322
18 23,386 1946 1413
22 34 34 34 31,386 737 623 687 1303 261
22 34 31,386 737 739 1247
22 34 34 34 34 34 31,386 247 768 1346 1915 687 1030 1810
22 23,386 737 1413
22 34 34 31,386 247 1326 1749 452
18 15 31,386 1946 247 615
18 15 34 34 34 31,386 1946 247 19 1331 5 1663
18 15 34 34 34 34 31,386 1946 247 1949 1755 1792 1291 261
22 34 34 23,386 737 1927 1830 1461
22 34 23,386 247 1714 1461
18 15 34 34 34 34 34 34 34 27,386 1946 247 364 2001 321 257 865 1927 26 964
18 15 34 31,386 1946 247 49 1452
18 15 34 34 34 34 34 31,386 1946 247 1937 1273 260 321 1961 1247
22 34 28,386 737 1969 518
22 34 34 34 34 31,386 737 935 1830 1937 1273 222
18 15 34 34 31,386 1946 247 162 755 46
22 34 34 34 34,386 247 19 995 1749 1408
18 15 34 34 34,386 1946 247 425 789 1408
21 9,387 807 105
22 34 31,387 1030 1018 1560
35 23,387 1653 1480
21 39 15 34 34 31,387 807 1272 1030 1847 1915 102
22 34 34 34 34 34 31,387 1030 1886 768 1207 789 1254 576
21 15 34 31,387 807 1030 1866 1663
22 34 34 34 34 34 34 31,387 1030 2028 321 1740 2008 1284 257 1663
22 34 23,387 1030 779 1461
22 34 34 34 34 31,387 1030 1762 425 1326 2008 1247
21 27 13 15 34 31,387 807 1272 1444 1030 10 1126
22 34,387 1030 1408
35 15 34 31,387 1653 1030 1829 576
22 34 34 31,387 1030 260 484 551
35 15 34 34 31,387 1653 1030 1673 1869 46
35 15 31,387 1653 1030 1808
21 13 15 34 34 34 27,387 807 1444 1030 891 321 26 964
35 15 34 23,387 1653 1030 425 1461
22 31,387 1030 826
21 39 13 15 34 31,387 807 1272 1444 1030 1713 1806
22 23,387 1030 1480
14 9,745 1536 388
14 20 9,1283 114 134 388
37 9,1379 1536 388
22 34 34 34 34 34 31,389 1316 1018 1179 1825 1907 31 1264
22 34 34 34 34 31,389 1254 1927 685 1110 572 1724
22 31,389 1254 551
22 34 34 31,389 1254 1165 1046 1400
22 34 34 34 34 34 34 34 31,389 1316 1949 1874 1907 1299 1346 1669 1673 1877
22 34 31,389 1316 759 1811
22 34 34 34 31,389 1254 1291 1303 849 1860
22 34 34 34 28,389 1316 1030 1291 1673 518
22 34 34 34 34 34 27,389 1254 707 1030 48 1927 1809 1806
22 34 34 34,389 1316 1142 1838 1408
22 23,389 1254 1413
22 34 34 34 23,389 1254 106 789 1673 1461
22 34 34 34 34 27,389 1254 49 1933 1838 1326 166
22 34,389 1254 358
22 34 34,389 1316 364 358
31 15 31,390 979 1254 826
22 34 31,390 1030 1766 1002
31 15 34 31,390 950 1030 1713 65
22 23,390 1352 1413
17 15 28,390 458 986 533
31 13 23,390 550 1946 1413
31 15 34 23,390 979 1254 819 1413
17 28,390 458 1956
22 34 34 31,390 977 737 1291 1906
31 15 34 34 31,390 979 1254 1331 1825 1808
17 23,390 458 1413
22 28,390 1313 533
31 15 34 34 34 31,390 158 257 1714 1915 1923 1877
31 13 28,390 1136 743 1655
31 15 34 34 34 34 34 34 31,390 979 1254 1749 1673 2001 2022 353 1762 1913
31 15 34 34 34 28,390 979 1254 1831 789 1755 212
31 13 15 23,390 158 1901 445 1413
31 15 34 15 23,390 550 247 10 624 1535
22 34 34 34 31,390 977 55 1291 1934 1913
31 13 15 34 31,390 550 1946 247 1099 1247
22 28,391 1148 1950
31 13 15 34 31,391 550 1946 247 1286 576
31 15 16,391 950 1030 1486
31 15 34 31,391 1497 423 1907 1913
22 34 34 31,391 282 1030 1844 1808
22 34 28,391 282 6 264
22 23,391 282 1413
22 31,391 1284 551
31 13 23,391 158 1901 1413
31 15 34 34 34 34 15 23,391 910 1544 1907 1863 1299 1917 624 1413
31 15 31,391 910 1544 261
31 15 34 34 34 31,391 857 282 1688 1030 1740 46
22 34 31,391 282 6 1808
31 13 15 28,391 1882 1652 795 1801
31 15 34 34 31,391 158 257 13 22 1723
31 13 15 23,391 1882 1652 282 1413
31 15 34 28,391 1497 423 1719 533
31 15 34 34 34 34 34 34 34 31,391 950 1030 10 260 1907 907 1046 1838 1857 1913
31 13 28,391 1882 1652 1801
31 15 34 34 34 34 31,391 950 1030 6 484 1923 1907 452
31 15 34 34 23,392 578 1142 1303 1273 1413
31 15 31,392 979 1254 826
18 23,392 1626 1480
22 34 34 34 34 34 31,392 1030 484 878 1759 917 425 1810
31 15 34 34 34 31,392 1686 484 56 1030 1822 156
31 15 34 31,392 1686 484 33 1913
22 34 34 34 31,392 364 878 1934 1969 1913
31 15 28,392 1358 1148 1852
31 15 34 34 31,392 1358 1148 1030 26 1452
31 15 34 34 34 34 34 31,392 1686 484 1688 260 1685 1299 1831 102
31 15 34 34,392 979 1254 1331 1408
22 34 31,392 364 425 46
31 13 23,392 1882 1652 1413
22 34 34 31,392 1030 1927 1753 576
22 23,392 1030 1461
31 13 15 28,392 1358 1662 795 1801
31 13 15 34 34 31,392 1358 1662 282 1346 1863 65
31 13 15 23,392 158 1901 445 1413
31 15 34 34 34 34 31,392 1686 484 1838 1316 1326 907 1945
31 15 34 28,392 950 1030 2028 212
29 37 9,1210 981 1606 393
37 37 9,1153 1763 1606 393
14 9,1283 1871 393
29 25 37 9,1210 1098 981 1606 393
29 9,1210 981 393
30 37 9,794 1257 981 393
37 9,602 981 393
29 25 25 9,1210 731 1393 981 393
29 25 9,1210 1393 981 393
29 25 25 25 37 9,1210 835 204 1098 981 1606 393
30 37 37 9,794 1257 981 1606 393
20 35,394 38 498
21 5 20,304 1651 1302 394
18 15 31,394 1901 257 1724
20 3,394 38 893
18 15 23,394 1901 374 1413
37 37 21 5 20,1153 1763 1604 1651 1302 394
18 15 34 34 28,394 1901 257 1123 247 264
22 34 34 31,394 1030 31 113 1810
20 21 13 15 34 34 31,394 1302 489 1610 1030 484 789 65
20 7,394 1302 435
22 31,394 1030 1945
22 34 34 34 34 31,394 1030 707 1927 1961 1907 1452
20 11,394 1302 2007
20 22 34 34 34 34 34 31,394 1302 1030 1280 1915 2008 1907 423 65
20 17,394 38 498
22 34 31,394 1030 685 615
20 12,394 1302 518
18 15 34 34 34 34 34 27,394 1901 257 1673 1715 1927 947 364 1480
18 15 28,394 1901 445 518
18 15 34 31,394 1901 257 1673 1906
37 37,746 1104 395
22 34 31,395 1030 1790 452
22 31,395 1030 427
21 15 31,395 1908 1030 1808
21 15 16,395 1908 1030 1486
21 15 34 31,395 1908 1030 1898 1808
22 34 34 31,395 1030 2001 17 452
21 15 34 27,395 1908 1030 1749 166
21 15 34 34 34 31,395 1908 1030 1802 484 104 1808
21 15 34 34 34 34 34 34 34 34,395 1908 1030 1669 1927 1303 1673 1299 690 1838 1933
22 34 34 34 34 34 31,395 1030 1123 425 687 1397 22 1560
21 15 34 34 31,395 1908 1030 1900 1886 1877
21 15 34 34 34 34 34 31,395 1908 1030 750 162 696 257 1969 576
22 34 34 34 23,395 1030 49 1847 1346 1413
22 34 34 34 34 31,395 1030 321 2010 260 425 1560
22 34 34 34 31,395 1030 687 104 1886 826
21 15 34 28,395 1908 1030 2024 264
31 15 34 34 34 34 31,396 979 1254 1030 1698 260 1685 1247
22 31,396 247 1724
31 13 15 31,396 936 458 977 1877
31 15 34 31,396 936 977 247 261
31 15 28,396 1358 1148 1852
18 15 31,396 1946 247 46
31 15 31,396 550 247 1724
31 15 34 34 31,396 1539 484 750 739 77
22 34 31,396 247 10 1126
31 15 34 34 34 31,396 950 1030 907 1331 1673 1663
31 15 34 34 34 34 34 34 34 23,396 1686 484 3 1830 935 1303 1949 425 106 263
31 13 15 28,396 1686 440 1352 533
31 15 23,396 1358 1148 1480
22 34 34 34 31,396 247 22 1907 496 1663
18 23,396 1946 1413
22 34 34 31,396 247 1346 49 1913
18 15 34 31,396 1946 247 947 1247
31 13 15 34 27,396 936 458 977 1933 1728
31 13 15 34 34 34 34 34 34 31,396 936 458 977 1949 1030 1838 282 425 1123 576
31 13 15 34 31,396 1686 440 484 2028 222
31 15 34 34 31,397 979 1254 1949 1937 1808
31 13 15 28,397 1882 1652 1148 1801
31 15 34 34 34 34 34 34 31,397 910 1544 1299 789 1235 425 1964 260 1663
22 34 34 31,397 247 1291 924 46
31 15 34 31,397 578 1142 1235 1906
31 13 15 34 31,397 1882 1652 282 1346 77
31 15 34 15 23,397 1882 353 2028 624 1413
31 15 34 34 34 31,397 158 257 696 1949 3 46
31 15 34,397 979 1254 358
22 34 34 34 31,397 247 425 1792 1802 576
31 13 15 34 34 31,397 550 1946 247 1831 1949 576
31 13 15 23,397 1686 440 1352 1413
31 15 31,397 550 247 1663
22 31,397 247 576
31 12,397 372 264
31 15 34 34 34,397 578 1142 1792 878 1408
31 15 34 23,397 372 247 1715 1535
31 15 34 34 34 34 34 31,397 1109 484 1831 1030 1863 1927 1207 46
22 23,397 247 1413
31 15 23,397 979 1254 1413
22 34 31,398 1030 5 1452
35 23,398 680 1413
35 15 28,398 680 374 518
22 34 34 34 23,398 1030 1937 1949 1346 1413
35 15 34 31,398 1610 1030 849 46
22 34 34 27,398 1030 1907 1280 1728
35 28,398 680 518
35 15 23,398 680 445 1413
35 15 34 34 31,398 1610 1030 1280 1847 102
35 15 31,398 1610 1030 1144
35 26 31 13 15 23,398 680 2016 158 1901 445 1413
35 26 12,398 680 2016 518
22 34 34 34 31,398 1030 1949 1762 257 1266
35 15 34 34 34 31,398 1610 1030 1844 484 2028 576
22 34 34 31,398 1030 1669 1715 1913
22 34 28,398 1030 707 1956
35 26 22 34 34 34 34 34 34 34,398 680 2016 257 1123 1937 789 1847 1933 1825 779
35 15 34 23,398 1610 1030 779 1413
35 15 34 34 34 34 31,398 680 257 1123 1929 1886 2008 1560
22 34 23,398 1030 1926 1461
31 15 34 34 34 34 34 31,399 1317 484 1123 1915 1254 104 49 1663
22 31,399 1235 1943
22 34 31,399 484 1931 551
17 15 34 34 34 34 34 31,399 1652 282 484 1123 687 1397 1030 1876
17 23,399 1652 1413
22 34 34 34 31,399 484 1254 1018 1303 1408
31 15 34 31,399 333 484 1712 1663
31 15 31,399 1317 484 1322
22 34 34 34 34 34 23,399 1235 685 1886 1303 1907 1903 1461
31 15 34 34 31,399 333 423 1838 924 1906
17 15 28,399 1652 795 1801
22 34 34 16,399 282 1346 1030 1486
22 23,399 282 1413
31 15 28,399 333 423 533
31 15 34 34 34 34 34 34 31,399 333 484 1142 1830 1933 1907 1927 247 1860
17 15 34 31,399 1652 353 3 65
31 15 34 23,399 333 484 1693 1535
22 34 34 34 34 34 31,399 353 623 1291 1934 1299 1912 65
22 34 34 31,399 353 1299 1683 1663
31 15 34 34 34 34 34 34 34 34,399 333 484 690 496 1303 995 739 353 257 1179
15 34 28,400 1030 1148 1801
38 23,400 193 1480
13 23,400 1901 1413
15 34 23,400 1030 2028 263
13 15 34 31,400 1610 1030 552 1322
14 21,1283 642 400
15 34 34 34 34 34 34 31,400 1030 5 484 1544 1927 2024 247 1906
15 34 31,400 1030 1815 576
13 15 31,400 1610 1030 46
13 15 34 34 34 34 31,400 1610 1030 162 1207 260 1992 1002
13 15 28,400 1901 445 518
15 34 34 23,400 1030 819 696 1413
15 34 34 31,400 1030 1949 1715 452
15 31,400 1030 1247
13 15 34 34 34 28,400 1610 1030 1900 1886 1326 212
13 15 23,400 1901 445 1413
15 34 34 34 31,400 1030 257 1303 1923 1877
15 27,400 1030 1480
15 34 34 34 34 34 31,400 1030 768 1886 1931 1915 878 1906
13 15 34 34 31,400 1610 1030 1179 1934 1810
30 37,794 1257 401
22 34 31,401 1030 6 1663
22 31,401 1030 452
21 15 34 34 31,401 1670 1030 496 924 1458
22 34 34 34 34 34 34 31,401 1030 839 353 13 1927 27 104 1721
21 15 31,401 1670 1030 1724
21 15 34 31,401 1670 1030 1698 1663
21 15 34 34 34 34 31,401 1670 1030 1762 1790 1331 878 1133
22 34,401 1030 1408
21 15 34 34 34 34 34 34 31,401 1670 1030 1326 1838 1933 162 257 1669 1913
22 34 34 31,401 1030 740 1915 1144
21 15 34 34 34 34 34 34 34 34,401 1670 1030 1886 1964 1969 353 707 1838 321 690
21 15 34 34 34 31,401 1670 1030 1917 1927 4 1945
22 34 23,401 1030 2013 263
22 34 34 34 34 31,401 1030 1915 1866 1886 995 1724
22 34 34 34 34 28,401 1030 1847 1933 260 113 518
37 37 37 36,1166 499 1982 1817 402
37 4,369 1986 402
22 26 4,1230 1139 1818 402
37 37 36,455 1984 1988 402
37 36,555 1986 402
22 34 26 4,1121 282 1139 1818 402
22 26 22 34 34 26 4,1050 680 2016 257 623 1139 1818 402
37 37 37 22 26 4,1024 1282 1298 328 1139 1818 402
37 22 26 22 26 4,982 1953 690 1215 1139 1818 402
35 34 34 34 26 4,694 1316 995 1207 1139 1818 402
37 37 37 37 36,1978 1250 1288 1982 1817 402
22 34 34 34 34 26 4,1748 321 1907 1927 1207 1139 1818 402
22 31,403 1046 1560
22 34 31,403 1046 247 1330
22 34 34 34 31,403 1046 1303 1854 484 1322
22 34 34 31,403 1046 907 484 618
22 34 23,403 1046 1029 263
22 34 34 34 34 23,403 1046 2008 1844 260 5 263
22 28,403 1046 533
22 34 34 34 34 34 34 34 34 34,403 1046 1346 2008 1942 353 768 1830 1142 1886 1544
22 34 34 34 34 34 31,404 1030 1 484 1254 739 1927 1400
22 34 34 31,404 1030 1886 17 1810
22 34 31,404 1030 572 65
35 23,404 193 1480
35 15 23,404 1653 1030 1461
35 15 34 23,404 1653 1030 1715 1535
35 15 34 31,404 1653 1030 1698 1247
22 31,404 1030 826
35 15 34 34 31,404 1653 1030 1907 1919 1639
22 34 34 34 34 31,404 1030 1715 1937 552 1303 1724
22 34 34 34 34 34 34 34 34 34,404 1030 49 1907 737 947 1949 810 260 1844 2008
22 34 34 34 31,404 1030 12 1673 1961 551
35 15 34 34 34 31,404 1653 1030 924 977 810 1945
22 16,404 1030 1486
35 15 31,404 1653 1030 576
35 15 34 34 34 34 34 31,404 1653 1030 1917 1291 1996 260 19 452
35 15 34 34 34 34 34 34 34 34,404 1653 1030 162 685 1207 737 739 484 1346 1142
35 15 34 34 34 34 31,404 1653 1030 2008 1942 1949 1334 1247
35 15 34 34 23,404 1653 1030 924 104 263
22 34 23,404 1030 39 263
37 22 34 31,405 1258 257 696 592
37 12,405 1509 264
18 15 31,405 1946 247 1876
37 3,405 1258 1494
37 11,405 610 1506
22 34 31,405 247 1099 1330
37 16,405 1258 1336
37 22 34 34 34 34 34 34 34 34,405 610 484 1923 1861 1030 755 353 1284 1346 1179
37 17 15 31,405 610 444 1286 1668
18 23,405 1946 1413
37 18 23,405 2019 1946 1413
37 37 3,405 2019 1827 1293
22 31,405 247 77
18 15 28,405 1946 247 264
18 15 34 31,405 1946 247 1303 239
22 34 34 31,405 247 891 1762 1945
22 34 34 23,405 247 13 1847 1461
22 23,405 247 1413
37 18 15 34 34 34 34 34 34 31,405 1509 174 1030 1915 1714 260 856 484 1664 1452
18 15 34 34 31,405 1946 247 1933 1869 1639
21 9,406 640 1891
22 34 34 34 34 34 31,406 1254 1030 740 1831 1915 1286 1144
21 13 15 34 34 34 31,406 640 1610 1030 1992 1331 1714 1264
22 31,406 1254 615
22 34 31,406 1254 1207 1560
22 23,406 1254 263
22 34 34 31,406 1254 1755 1722 1808
22 34 34 34 31,406 1254 759 1915 106 1877
22 34 34 23,406 1254 819 995 1413
21 13 15 34 31,406 640 1610 1030 1280 65
22 34 34 34 34 34 34 34 34 31,406 1254 1291 623 55 1030 1326 1755 1299 995 1913
21 15 34 31,406 640 1030 2011 1877
22 34 34 34 34 34 34 31,406 1254 1179 1857 1030 1919 1915 687 826
22 34 28,406 1254 1869 264
22 34 34 34 34 34 23,406 1254 1284 768 1949 1207 1907 1461
22 34 34 34 34 31,407 1030 1866 353 1254 707 1943
22 28,407 1030 518
17 15 31,407 1653 1030 261
17 23,407 1653 1480
22 34 31,407 1030 1698 1247
22 31,407 1030 1247
22 34 28,407 1030 924 243
22 23,407 1030 1480
22 34 34 31,407 1030 1937 1715 46
17 15 34 31,407 1653 1030 1964 1913
17 15 34 34 34 34 34 34 34,407 1653 1030 113 1291 1722 878 995 22 1408
22 16,407 1030 1486
22 34 34 34 31,407 1030 1866 789 1753 46
22 34 23,407 1030 1815 1480
22 34 34 34,407 1030 768 1830 1408
22 34 34 34 34 34 34 34 34 34,407 1030 48 1927 740 552 623 282 1960 1838 1857
21 9,408 807 1239
21 13 15 23,408 323 1901 374 1413
21 15 34 31,408 975 1030 27 1144
21 15 34 34 34 31,408 323 257 687 789 247 551
21 13 15 31,408 807 1444 1030 1560
21 13 15 34 31,408 975 1653 1030 690 1943
22 31,408 1030 576
22 34 34 31,408 1030 1792 1273 615
21 13 15 34,408 323 1901 257 358
21 13 23,408 975 1653 1480
21 38 34 31,408 323 484 2010 1810
22 34 34 34 34 23,408 1030 48 1949 484 779 1413
21 15 34 34 34 34 31,408 323 484 1964 353 819 1030 1945
21 15 34 34 34 34 34 31,408 975 1030 106 1179 1937 739 995 1408
21 13 34 34 34 34 31,408 323 1030 1142 1331 1949 1937 1144
22 34 31,408 1030 1280 65
21 15 31,408 323 257 1913
22 34 34 34 31,408 1030 1284 1838 1286 1943
21 39 13 15 34 31,408 323 1272 1444 1030 1291 1906
21 13 34 31,408 323 1030 1299 1811
22 34 31,409 1030 1992 1264
31 15 34 34 34 34 34 34 34 34,409 1420 1030 572 1179 1966 104 1825 707 759 1299
22 34 34 34 34 34 34 34 34 31,409 1030 1291 1303 2008 1316 1907 755 484 16 452
31 15 34 34 34 34 31,409 1420 1030 1179 26 17 31 1663
31 15 34 34 31,409 1420 1030 849 1254 1560
31 15 28,409 1420 1030 1833
31 15 34 31,409 1420 1030 750 65
22 31,409 1030 551
31 15 34 34 34 31,409 1420 1030 1740 484 1753 1247
22 34 34 34 34 27,409 1030 17 917 1273 1838 1728
31 15 31,409 1420 1030 1860
22 34 34 34 28,409 1030 1812 1927 1829 212
31 15 34 34 28,409 1420 1030 2013 1142 1950
22 34 34,409 1030 1900 1408
31 15 23,409 1420 1030 1461
31 15 34 28,409 1420 1030 1992 264
22 34 34 34 34 34 31,409 1030 1722 260 49 484 1996 576
22 34 34 31,409 1030 1179 552 1943
22 34 34 27,409 1030 977 878 166
22 34 28,409 1030 1280 243
22 28,410 795 1801
31 13 15 34 34 34 28,410 857 1652 1148 1030 1123 1915 243
18 15 28,410 1652 1148 1852
31 15 34 34 34 34 23,410 857 282 623 977 1331 737 1413
4 15 34 31,410 1882 353 1280 1723
4 13 15 28,410 1882 1652 795 1801
31 15 34 34,410 1882 353 1802 1408
18 15 34 31,410 1652 353 55 1458
4 13 15 23,410 1882 1652 1148 1480
18 15 23,410 1652 282 1461
31 15 34 27,410 1882 353 20 964
4 15 34 34 34 31,410 1882 353 755 162 1046 239
18 15 34 34 34 34 31,410 1652 353 1907 247 1755 1949 551
18 23,410 1652 1413
4 13 15 34 34 34 31,410 1882 1652 282 1346 917 1110 1913
31 13 15 34 34 34 34 34 31,410 857 1652 353 1326 425 1110 496 690 1247
31 13 15 34 31,410 1882 1652 353 727 1668
31 15 34 34 31,410 1882 353 727 687 452
4 13 23,410 1882 1652 1413
31 15 34 34 34 31,410 857 282 425 789 7 1913
22 34 34 34 31,411 257 364 737 1934 65
31 15 34 34 27,411 857 282 1960 10 1370
31 13 15 23,411 857 1652 1148 1480
31 15 34 34 34 34 34 31,411 1497 423 1719 484 1346 1544 22 222
31 13 15 11,411 936 458 986 2007
31 15 34 34 34 34 31,411 936 977 1755 690 260 1866 222
22 34 31,411 257 27 576
31 15 34 34 34 31,411 1882 353 2011 260 552 261
31 15 34 31,411 1882 353 739 576
31 15 34 34 31,411 1882 353 1919 1907 1945
22 31,411 995 1330
31 15 34 15 23,411 857 282 1960 624 1461
22 34 34 34 34 34 27,411 995 1669 1299 1900 1030 3 1370
31 15 34 34 34 34 34 34 31,411 1882 353 1847 1915 1927 696 1254 977 1808
31 13 23,411 936 458 1413
31 15 23,411 1497 423 1413
22 34 34 34 34 31,411 995 1254 572 1673 1929 1913
31 15 34 34 34 34 34 34 28,411 857 282 1688 484 1971 1927 1179 1046 533
31 15 31,411 158 257 1330
31 13 15 34 34 34 31,411 857 1652 1148 1030 484 849 452
31 15 31,412 158 257 452
31 13 15 34 34 34 31,412 550 1946 247 755 425 1334 222
22 34 34 34 34 34 31,412 247 2018 353 1254 727 995 592
22 31,412 247 77
18 23,412 1946 1413
31 13 28,412 1882 1652 1801
31 13 23,412 1882 1652 1413
22 34 31,412 247 22 1877
31 13 15 23,412 1358 1662 1148 1480
31 15 34 34 31,412 158 257 1273 1886 826
31 15 34 31,412 550 247 1964 1945
31 13 15 34 34 31,412 1882 1652 353 737 995 1144
31 15 34 34 34 31,412 1882 353 1326 1142 1831 1458
31 15 23,412 1358 1148 1480
31 13 15 28,412 1358 1662 795 1801
31 15 34 15,412 158 257 819 1806
22 34 34,412 247 1664 1408
18 15 31,412 1946 247 592
31 15 28,412 1358 1148 1801
22 34 34 34 31,412 247 1669 364 1299 1247
31 15 34 31,413 979 1254 257 1663
31 15 34 34 34 31,413 936 977 810 1907 1996 65
31 13 23,413 550 1946 1413
