relation_path,entity_path
25 4,341 1576 314
22 34 11,341 484 690 2007
25 22 34 11,341 1576 484 690 2007
22 34 34 11,341 484 1207 690 2007
22 28,341 484 533
25 12,341 1576 533
22 34 28,341 484 1273 533
25 22 28,341 1576 484 533
22 34 34 28,341 484 1273 1165 533
25 22,341 1576 484
25 31 15,341 1576 1686 484
25 31 13 15,341 1576 1686 440 484
25 31 15 34,341 1576 1882 353 484
25 31 13 15 34,341 1576 1686 440 1719 484
25 31 15 34 34,341 1576 1882 353 2028 484
25 36,341 1576 297
37 0,342 1955 1600
37 37 0,342 1972 1980 1600
37 37 37 0,342 1972 1980 1248 1600
37 3,342 1972 152
37 37 3,342 1972 1656 152
37 3,342 1972 377
22 34 26 3,342 1207 1139 1818 377
37 37 37 3,342 1972 1980 320 377
22 34 34 26 3,342 1207 484 1139 1818 377
37 37 37 37 3,342 1972 1243 1980 320 377
37 22 34 26 3,342 1170 484 1139 1818 377
31 15 34 26 3,342 1858 484 1139 1818 377
37 3,342 1955 634
37 37 3,342 1972 1951 634
37 37 37 3,342 1972 1951 1248 634
37 37 37 37 3,342 1972 1243 1980 320 634
37 3,342 1972 1212
37 37 3,342 1972 1980 1212
37 37 37 3,342 1972 1980 1248 1212
37 3,342 1972 1494
37 37 3,342 1972 1980 1494
22 28,342 1207 1852
37 22 28,342 1972 1148 1852
22 34 28,342 257 1207 1852
22 34 34 28,342 1207 1030 1148 1852
37 37 22 28,342 1972 1951 164 1852
37 22 34 28,342 1170 484 1207 1852
22 34 26 12,342 1207 1139 1818 1852
22 34,342 1207 257
37 22 34,342 1170 484 257
22 34 34,342 1207 2008 257
31 15 34,342 1858 484 257
37 18 15,342 1170 1901 257
37 35 15,342 1955 1901 257
22 34,342 257 1207
37 22 34,342 1170 484 1207
22 34 34,342 257 364 1207
31 15 34,342 1858 484 1207
37 35 15,342 1955 1647 1746
37 37 17 15,342 1972 1951 668 1746
37 37 35 15,342 1170 1955 1647 1746
22 34 26 31,342 1207 1139 1215 1421
22 34 34 26 31,342 257 2008 690 1215 1421
37 22 34 26 31,342 1170 484 1139 1215 1421
31 15 34 26 31,342 1858 484 1139 1215 1421
22 34 26 31,342 1207 690 1215 1858
37 22 34 26 31,342 1170 484 1139 1215 1858
22 34 34 26 31,342 1207 484 1139 1215 1858
37 37,342 1170 1955
37 37,342 1955 1965
37 37 37,342 1170 1955 1965
22 34 26 3,343 247 353 1803 513
18 15 34 26 3,343 1946 247 353 842 513
22 34 34 26 3,343 247 1334 353 842 513
22 34 34 26 3,343 247 1179 690 1215 908
22 34 34 26 3,343 247 1915 856 2031 1212
22 28,343 247 264
18 15 28,343 1946 247 264
22 34 28,343 247 2024 264
22 34 28,343 247 2015 518
22 28,343 1148 1801
22 34 28,343 247 496 1801
22 34 34 28,343 1148 1030 282 1801
18 15 34 28,343 1946 247 353 1801
18 15,343 1946 247
22 34 34 34,343 1148 1030 1907 247
22 34 34,343 247 1030 1148
18 15 34 34,343 1946 247 1030 1148
22 34 34 34,343 247 2024 1030 1148
31 15 34 26 3,344 1109 484 1139 1818 1212
22 34 34 26 3,344 247 1915 856 2031 1212
22 34 26 3,344 247 353 1803 1879
31 15 34 26 3,344 1109 484 353 1803 1879
22 34 34 26 3,344 247 1303 690 1215 1879
22 28,344 247 264
31 28,344 372 264
31 12,344 372 264
31 0,344 372 264
22 34 28,344 247 2024 264
31 15 28,344 372 247 264
31 15,344 372 247
31 15 34,344 979 1254 247
31 13 15,344 372 1946 247
31 15 34 34,344 979 1254 2008 247
22 34 34 26 31,344 247 1179 690 1215 1421
31 15 34 26 31,344 1109 484 690 1215 1421
22 34 26 3,345 1030 353 842 1141
21 15 34 26 3,345 1908 1030 353 842 1141
22 34 34 26 3,345 1030 1207 353 842 1141
22 34 26 3,345 1030 353 842 1646
21 15 34 26 3,345 1908 1030 353 842 1646
22 34 34 26 3,345 1030 1207 353 842 1646
22 28,345 1030 518
21 15 28,345 1908 1030 518
22 34 28,345 1030 2030 518
21 15,345 1908 1030
22 34 34 26 3,346 1030 1915 856 2031 259
31 15 34 34 26 3,346 1420 1030 260 856 2031 259
22 34 34 34 26 3,346 1030 260 1915 856 2031 259
22 34 34 26 3,346 1030 1207 1139 1818 796
31 15 34 34 26 3,346 1420 1030 623 1139 1818 796
22 34 34 34 26 3,346 1030 623 484 1139 1818 796
22 34 26 3,346 1030 353 842 1113
31 15 34 26 3,346 1420 1030 353 842 1113
22 34 34 26 3,346 1030 1207 353 842 1113
22 34 26 3,346 1030 690 1215 1212
31 15 34 26 3,346 1420 1030 690 1215 1212
22 34 34 26 3,346 1030 1207 1139 1818 1212
22 34 34 26 3,346 1030 623 1139 1818 1494
31 15 34 34 26 3,346 1420 1030 623 1139 1818 1494
22 34 34 34 26 3,346 1030 484 1207 1139 1818 1494
22 34 26 3,346 1030 690 1215 1498
31 15 34 26 3,346 1420 1030 690 1215 1498
22 34 34 26 3,346 1030 1207 690 1215 1498
22 28,346 1030 518
31 15 28,346 1420 1030 518
22 34 28,346 1030 2030 518
22 16,346 1030 1486
31 15 16,346 1420 1030 1486
31 15 34 34 16,346 1497 423 282 1030 1486
31 15,346 1420 1030
31 15 34 34,346 936 977 1179 1030
22 34 26 3,347 282 1139 1818 377
22 34 34 26 3,347 282 484 1139 1818 377
31 15 34 26 3,347 1858 484 1139 1818 377
22 26 3,347 353 842 1646
22 34 26 3,347 484 353 842 1646
18 15 34 26 3,347 60 247 353 842 1646
22 34 34 26 3,347 484 1971 353 842 1646
31 15 34 26 3,347 1858 484 353 842 1646
22 28,347 282 1801
22 34 28,347 484 810 1801
22 26 12,347 353 842 1801
22 34,347 484 282
31 15 34,347 333 423 282
22 34 34,347 484 1838 282
22 34,347 484 353
18 15 34,347 60 247 353
22 34 34,347 484 1971 353
31 15 34,347 1858 484 353
31 15,347 1858 484
22 34,347 353 484
18 15,347 60 484
22 34 34,347 353 2028 484
18 15 34,347 60 247 484
31 15 34,347 333 423 484
22 34 26 31,347 484 1139 1215 1858
22 34 34 26 31,347 353 321 690 1215 1858
31 15 34 26 31,347 333 484 1139 1215 1858
21 13 34 26 3,348 637 1030 353 842 1141
21 15 34 26 3,348 953 1030 353 842 1141
21 13 34 34 26 3,348 637 1030 1207 353 842 1141
21 15 34 34 26 3,348 953 1030 1207 353 842 1141
21 39 15 34 26 3,348 637 684 1030 353 842 1141
21 13 15 34 26 3,348 953 1610 1030 353 842 1141
21 15 34 26 3,348 953 1030 353 842 1646
21 13 34 26 3,348 637 1030 353 842 1646
21 15 34 34 26 3,348 953 1030 1207 353 842 1646
21 13 34 34 26 3,348 637 1030 1207 353 842 1646
21 13 15 34 26 3,348 953 1610 1030 353 842 1646
21 39 15 34 26 3,348 637 684 1030 353 842 1646
18 15 26 3,349 88 1139 1818 594
31 15 34 26 3,349 1109 484 1139 1818 594
18 15 34 34 26 3,349 88 690 484 1139 1818 594
31 15 34 34 26 3,349 1686 484 1207 1139 1818 594
31 13 15 34 26 3,349 1882 1652 282 1139 1818 594
18 15 26 22 26 3,349 88 690 1215 1139 1818 594
18 15 26 3,349 88 690 1215 1212
31 15 34 26 3,349 1026 1286 690 1215 1212
18 15 26 3,349 88 1139 1215 1498
31 15 34 26 3,349 1026 1286 690 1215 1498
18 15 34 34 26 3,349 88 1139 484 690 1215 1498
31 15 28,349 1109 484 533
18 15 28,349 88 986 533
31 15 34 28,349 1109 484 1273 533
18 15 31 28,349 88 211 164 533
18 15 28,349 88 1139 1954
31 15 34 28,349 1109 484 1139 1954
18 15 26 12,349 88 1139 1818 1954
18 15 31 28,349 88 211 164 1954
31 15 34 26 12,349 1109 484 1139 1818 1954
31 15 34 34 28,349 1109 484 1207 1139 1954
18 15 34 34 28,349 88 690 484 1139 1954
31 15 34 26 17,349 1026 1286 690 1215 88
31 13 15 34 26 17,349 1026 444 1286 690 1215 88
31 15 34 34 26 17,349 1026 1286 484 1139 1215 88
22 34 26 3,350 1030 353 842 1646
21 15 34 26 3,350 1737 1030 353 842 1646
22 34 34 26 3,350 1030 1207 353 842 1646
18 15 34 26 3,350 1610 1030 353 842 1646
21 39 38,350 1737 684 1610
21 39 13,350 1737 684 1610
18 15,350 1610 1030
21 15,350 1737 1030
21 39 15,350 1737 684 1030
21 39 38 15,350 1737 684 1610 1030
21 39 13 15,350 1737 684 1610 1030
21 9,351 677 103
22 34 26 3,351 257 353 842 1141
21 15 34 26 3,351 677 257 353 842 1141
22 34 34 26 3,351 257 1907 353 842 1141
21 13 34 26 3,351 677 484 353 842 1141
22 28,351 257 518
21 15 28,351 677 257 518
22 26 12,351 257 2016 518
22 34 28,351 257 1907 518
21 15,351 677 257
21 15 34,351 1267 1030 257
21 13 34,351 677 484 257
21 15 34 34,351 1267 1030 1207 257
21 13 34 34,351 677 484 1762 257
21 39 15 34,351 677 684 1030 257
34 23,353 750 1413
34 23,353 1923 1461
17 15,842 1662 353
35 15,842 1652 353
22 34 34,842 282 1346 353
35 15,1803 1652 353
22 34 34,1803 282 364 353
34 28,353 496 1801
26 12,353 842 1801
34 34 28,353 496 810 1801
26 35 28,353 842 1652 1801
26 22 28,353 842 282 1801
34 31,353 2028 46
34 31,353 2028 65
34 31,353 1299 77
34 31,353 1018 427
34 31,353 2022 452
34 31,353 2028 576
34 31,353 496 592
34 31,353 1299 618
34 31,353 2022 826
34 31,353 2018 1560
34 31,353 2028 1663
34 31,353 2028 1808
34 31,353 2022 1810
34 31,353 1923 1860
34 31,353 2028 1877
34 31,353 2022 1906
34 31,353 2028 1913
34 31,353 1179 1943
34 34,353 1179 55
34 34,55 22 353
34 34,353 1299 104
34 34,104 13 353
34 34,353 1299 358
34 34,353 1959 364
34 34,364 2022 353
34 34,353 2028 484
34 34,484 1971 353
34 34,353 1018 496
34 34,496 924 353
34 34,353 2022 623
34 34,623 2022 353
34 34,353 496 687
34 34,687 1969 353
34 34,353 1949 696
34 34,696 977 353
34 34,353 1299 707
34 34,707 2008 353
34 34,353 1179 727
34 34,727 995 353
34 34,353 1018 737
34 34,737 1969 353
34 34,353 1299 739
34 34,739 2008 353
34 34,353 1179 740
34 34,740 2008 353
34 34,353 1299 750
34 34,750 739 353
34 34,353 1179 755
34 34,755 1030 353
34 34,353 1299 762
34 34,762 484 353
34 34,353 1179 768
34 34,768 2008 353
34 34,353 1299 779
34 34,779 1838 353
34 34,353 1179 810
34 34,810 2008 353
34 34,353 1299 819
34 34,819 1838 353
34 34,353 1030 839
34 34 34,353 1030 425 839
34 34,839 247 353
34 34 34,839 247 1334 353
34 34,353 1179 849
34 34,849 1254 353
34 34,353 1018 878
34 34,878 2008 353
34 34,353 1299 907
34 34,907 2008 353
34 34,353 2018 917
34 34,917 2018 353
34 34,353 1907 935
34 34,935 687 353
34 34,353 1018 977
34 34,977 2008 353
34 34,353 1018 995
34 34,995 2008 353
34 34,353 995 1018
34 34,1018 2008 353
34 34,353 2028 1030
34 34,1030 1207 353
34 34,353 1949 1099
34 34,1099 1046 353
34 34 34,1099 1046 2022 353
34 34,353 1299 1123
34 34,1123 2008 353
34 34,353 1299 1142
34 34,1142 27 353
34 34,353 1018 1179
34 34,1179 1273 353
34 34,353 1299 1207
34 34,1207 2008 353
34 34,353 1299 1235
34 34,1235 1838 353
34 34,353 1299 1254
34 34,1254 2008 353
34 34,353 1299 1273
34 34,1273 2008 353
34 34,353 1907 1280
34 34 34,353 1907 1886 1280
34 34,1280 1291 353
34 34,353 1923 1284
34 34,1284 257 353
34 34,353 1018 1286
34 34,1286 2008 353
34 34,353 1923 1291
34 34,1291 2008 353
34 34,353 1695 1299
34 34,1299 1966 353
34 34,353 2022 1303
34 34,1303 31 353
34 34,353 1018 1316
34 34,1316 2008 353
34 34,353 1018 1326
34 34,1326 2008 353
34 34,353 2028 1331
34 34,1331 2028 353
34 34,353 1179 1334
34 34,1334 1969 353
34 34,353 1923 1346
34 34,1346 2008 353
34 31,353 1179 1408
34 34,353 1907 1408
34 34,353 1299 1544
34 34,1544 22 353
34 34,353 1299 1579
34 34,1579 1969 353
34 34,353 1179 1669
34 34,1669 1179 353
34 34,353 1959 1673
34 34,1673 2010 353
34 34,353 1299 1688
34 34 34,353 1299 260 1688
34 34,1688 1927 353
34 34 34,1688 1927 696 353
34 34,353 1299 1695
34 34 34,353 1299 484 1695
34 34,1695 484 353
34 34 34,1695 484 1971 353
34 34,353 1299 1714
34 34,1714 1969 353
34 34,353 1179 1722
34 34,1722 2008 353
34 31,353 1919 1723
34 34,353 1299 1749
34 34,1749 2008 353
34 34,353 1299 1750
34 34 34,353 1299 2008 1750
34 34,1750 1030 353
34 34 34,1750 1030 1207 353
34 34,353 1299 1753
34 34,1753 2008 353
34 34,353 1299 1755
34 34,1755 2008 353
34 34,353 1018 1759
34 34,1759 2008 353
34 34,353 1018 1762
34 34,1762 260 353
34 34 34,1762 260 39 353
34 34,353 1018 1792
34 34,1792 2008 353
34 34,353 1299 1802
34 34,1802 2008 353
34 34 34,1802 2008 1969 353
34 34,353 1299 1812
34 34 34,353 1299 2008 1812
34 34,1812 2008 353
34 34 34,1812 2008 1969 353
34 34,353 1299 1825
34 34,1825 2008 353
34 34,353 1018 1837
34 34,1837 2008 353
34 34,353 1959 1838
34 34,1838 1235 353
34 34,353 1949 1844
34 34,1844 2008 353
34 34 34,1844 2008 1969 353
34 34,353 1919 1847
34 34,1847 1915 353
34 34,353 1299 1857
34 34 34,353 1299 1755 1857
34 34,1857 2008 353
34 34 34,1857 2008 1969 353
34 34,353 1923 1861
34 34,1861 935 353
34 34 34,1861 935 687 353
34 34,353 1299 1863
34 34,1863 257 353
34 34,353 1299 1866
34 34,1866 1964 353
34 34,353 1299 1869
34 34,1869 2008 353
34 34,353 1299 1886
34 34,1886 2008 353
34 34,353 1299 1898
34 34,1898 1964 353
34 34,353 1907 1903
34 34 34,353 1907 1886 1903
34 34,1903 1291 353
34 34 34,1903 1291 2008 353
34 34,353 1923 1907
34 34,1907 2008 353
34 34,353 1299 1917
34 34,1917 1969 353
34 34,353 1179 1919
34 34,1919 1847 353
34 34,353 1907 1923
34 34,1923 260 353
34 34,353 2028 1927
34 34,1927 696 353
34 34,353 1907 1931
34 34,1931 496 353
34 34,353 1299 1933
34 34,1933 2008 353
34 34,353 1299 1934
34 34,1934 2008 353
34 34,353 1299 1937
34 34,1937 2008 353
34 34,353 1299 1942
34 34,1942 2008 353
34 34,353 1959 1949
34 34,1949 3 353
34 34,353 1949 1959
34 34,1959 1927 353
34 34,353 1299 1960
34 34,1960 10 353
34 34,353 1299 1964
34 34,1964 1969 353
34 34,353 1949 1966
34 34,1966 2008 353
34 34,353 1018 1969
34 34,1969 3 353
34 34,353 1907 1996
34 34,1996 247 353
34 34,353 1299 2002
34 34,2002 2001 353
34 34,353 1949 2005
34 34,2005 1969 353
34 34 34,2005 1969 3 353
34 34,353 1018 2008
34 34,2008 1969 353
34 34,353 1030 2010
34 34 34,353 1030 260 2010
34 34,2010 1673 353
34 34 34,2010 1673 2005 353
34 34,353 1299 2011
34 34 34,353 1299 260 2011
34 34,2011 2001 353
34 34 34,2011 2001 2022 353
34 34,353 1179 2013
34 34 34,353 1179 364 2013
34 34,2013 113 353
34 34 34,2013 113 1927 353
34 34,353 2022 2018
34 34 34,353 2022 1030 2018
34 34,2018 2022 353
34 34 34,2018 2022 2001 353
34 34,353 2018 2022
34 34 34,353 2018 1030 2022
34 34,2022 2018 353
34 34,353 1030 2028
34 34 34,353 1030 789 2028
34 34,2028 1927 353
34 34 34,2028 1927 696 353
21 5 3,354 1661 1597 495
22 34 26 3,354 1030 690 1215 908
17 15 34 26 3,354 845 1030 690 1215 908
22 34 34 26 3,354 1030 1207 690 1215 908
21 15 34 26 3,354 1661 1030 690 1215 908
22 34 26 3,354 1030 353 842 1141
17 15 34 26 3,354 845 1030 353 842 1141
22 34 34 26 3,354 1030 1207 353 842 1141
21 15 34 26 3,354 1661 1030 353 842 1141
22 34 26 3,354 1030 353 842 1365
17 15 34 26 3,354 845 1030 353 842 1365
22 34 34 26 3,354 1030 1207 353 842 1365
21 15 34 26 3,354 1661 1030 353 842 1365
21 5 9,354 1661 1597 105
22 16,354 1030 1486
17 15 16,354 845 1030 1486
21 15 16,354 1661 1030 1486
21 13 15 16,354 1661 1610 1030 1486
21 5 22 16,354 1661 1597 1030 1486
21 39 15 16,354 1661 1272 1030 1486
21 5 21 15 16,354 1661 1597 1908 1030 1486
21 39 13 15 16,354 1661 1272 1444 1030 1486
17 15,354 845 1030
21 15,354 1661 1030
21 13 15,354 1661 1610 1030
21 5 22,354 1661 1597 1030
21 39 15,354 1661 1272 1030
21 5 21 15,354 1661 1597 1908 1030
21 39 13 15,354 1661 1272 1444 1030
18 15 26 3,356 88 1139 1818 377
31 15 34 26 3,356 1109 484 1139 1818 377
18 15 34 34 26 3,356 88 690 484 1139 1818 377
31 15 34 34 26 3,356 1539 484 1207 1139 1818 377
18 15 26 22 26 3,356 88 690 1215 1139 1818 377
18 15 26 3,356 88 690 1215 1212
31 15 34 26 3,356 1109 484 690 1215 1212
18 15 26 3,356 88 1139 1818 1494
31 15 34 26 3,356 1109 484 1139 1818 1494
18 15 34 34 26 3,356 88 690 484 1139 1818 1494
31 15 34 34 26 3,356 1539 484 1207 1139 1818 1494
18 15 26 22 26 3,356 88 690 1215 1139 1818 1494
18 15 26 3,356 88 690 1215 1498
31 15 34 26 3,356 1109 484 690 1215 1498
18 15 34 34 26 3,356 88 690 260 856 2031 1498
31 15 34 34 26 3,356 550 247 1915 856 2031 1498
31 15 34 34 28,356 1109 484 1915 856 1279
18 15 34 34 28,356 88 690 260 856 1279
31 15 34 34 26 12,356 1109 484 1915 856 2031 1279
18 15 28,356 88 1139 1954
31 15 34 28,356 1109 484 1139 1954
18 15 26 12,356 88 1139 1818 1954
18 15 31 28,356 88 211 164 1954
31 15 34 26 12,356 1109 484 1139 1818 1954
31 15 34 34 28,356 1109 484 1207 1139 1954
18 15 34 34 28,356 88 690 484 1139 1954
31 15 34 26 17,356 1109 484 690 1215 88
31 15 34 34 26 17,356 550 247 484 1139 1215 88
18 15,356 88 986
18 15 26 22,356 88 1139 1818 986
31 15 34 26 22,356 1109 484 1139 1818 986
18 15 34 34 26 22,356 88 690 1207 1139 1818 986
31 15 34 26 17 15,356 1539 484 1139 1215 88 986
31 15 34 34 26 22,356 1882 353 1207 1139 1818 986
31 15 34 26 31,356 550 247 364 2016 158
17 15 26 3,357 88 1139 1818 377
18 15 34 26 3,357 668 484 1139 1818 377
17 15 34 34 26 3,357 88 690 484 1139 1818 377
18 15 34 34 26 3,357 668 484 1207 1139 1818 377
17 15 26 22 26 3,357 88 690 1215 1139 1818 377
18 15 34 26 3,357 668 484 353 842 1646
17 15 34 34 26 3,357 88 690 1927 353 842 1646
18 15 34 34 26 3,357 668 484 1971 353 842 1646
18 15 34 26 17,357 668 484 1139 1215 88
18 15 34 34 26 17,357 668 423 282 1139 1215 88
22 31,357 211 164
17 15 31,357 88 211 164
18 15 34 26 17 15 31,357 668 484 1139 1215 88 211 164
18 15 34 34 26 17 15 31,357 668 423 282 1139 1215 88 211 164
17 15,357 88 211
18 15 34 26 17 15,357 668 484 1139 1215 88 211
18 15 34 34 26 17 15,357 668 423 282 1139 1215 88 211
31 15 34 34 26 3,359 158 257 623 1139 1818 1494
31 13 15 34 26 3,359 1358 1662 282 1139 1818 1494
31 15 34 34 34 26 3,359 158 257 623 484 1139 1818 1494
31 15 34 26 3,359 979 1254 690 1215 1879
31 13 15 26 3,359 1358 1662 353 842 1879
31 15 34 34 26 3,359 1358 1148 1030 353 1803 1879
31 13 15 34 26 3,359 1358 1662 282 1139 1215 1879
31 15 34 11,359 158 257 819 1506
31 13 15 34 11,359 158 1901 257 819 1506
31 15 34 34 11,359 158 257 1907 819 1506
31 15 34 28,359 979 1254 1869 264
31 15 26 12,359 158 257 2016 264
22 28,359 445 518
31 15 28,359 158 257 518
31 15 34 28,359 979 1254 1299 518
31 15 26 12,359 158 257 2016 518
31 13 15 28,359 158 1901 257 518
31 13 15,359 158 1901 445
31 15 34 34 15,359 979 1254 762 680 445
31 15 34 34 34 15,359 158 257 1030 762 680 445
31 13 15 34 34 15,359 1358 1662 353 762 680 445
31 15 34 26 31,359 979 1254 257 2016 158
31 13 15 34 26 31,359 1358 1662 353 257 2016 158
31 15 34 34 26 31,359 979 1254 1669 364 2016 158
31 15 34 26 31,359 979 1254 690 1215 1421
31 15 34 34 26 31,359 158 257 1179 690 1215 1421
31 13 15 34 26 31,359 1358 1662 282 1139 1215 1421
31 15 34 34 26 31,359 979 1254 1207 1139 1818 1427
31 13 15 34 26 31,359 1358 1662 282 1139 1818 1427
31 15 34 34 34 26 31,359 979 1254 1207 484 1139 1818 1427
18 15 26 3,360 88 1139 1818 594
31 15 34 26 3,360 1318 484 1139 1818 594
18 15 34 34 26 3,360 88 690 484 1139 1818 594
31 15 34 34 26 3,360 1686 484 1207 1139 1818 594
18 15 26 3,360 88 1139 1215 1212
31 15 34 26 3,360 1318 484 1139 1818 1212
18 15 26 3,360 88 1139 1818 1494
31 15 34 26 3,360 1318 484 1139 1818 1494
18 15 34 34 26 3,360 88 690 484 1139 1818 1494
31 15 34 34 26 3,360 1686 484 1207 1139 1818 1494
31 15 26 3,360 1882 353 842 1879
18 15 26 3,360 88 1139 1818 1879
31 13 15 26 3,360 1882 1652 353 1803 1879
31 15 34 26 3,360 1686 484 1139 1818 1879
22 28,360 211 533
22 31 28,360 211 164 533
18 15 28,360 88 986 533
31 15 28,360 1026 1286 533
31 15 34 26 17,360 936 977 690 1215 88
31 13 15 34 26 17,360 936 458 977 690 1215 88
18 15,360 88 211
31 13 15,360 1026 444 211
31 15 34 26 17 15,360 1318 484 690 1215 88 211
18 15,360 88 986
31 13 15,360 1026 444 986
18 15 26 22,360 88 1139 1818 986
31 15 34 26 22,360 1318 484 1139 1818 986
31 15 34 34 26 22,360 1026 1286 484 1139 1818 986
31 15 34 26 17 15,360 1686 484 1139 1215 88 986
31 15 34 26 3,361 1109 484 1139 1818 796
31 15 34 34 26 3,361 158 257 623 1139 1818 796
18 15 34 34 26 3,361 1946 247 484 1139 1818 796
31 15 34 26 3,361 1109 484 1139 1215 1212
18 15 34 34 26 3,361 1946 247 1286 690 1215 1212
31 15 34 34 26 3,361 1109 484 1207 1139 1215 1212
31 15 34 26 3,361 1109 484 353 1803 1293
18 15 34 26 3,361 1946 247 353 1803 1293
31 15 34 34 26 3,361 1109 484 1971 353 1803 1293
31 13 15 34 26 3,361 158 1901 257 353 1803 1293
18 15 34 34 26 3,361 1946 247 1334 353 1803 1293
31 15 34 26 3,361 1109 484 1139 1215 1879
18 15 34 26 3,361 1946 247 353 842 1879
31 15 34 15 11,361 1109 484 26 624 497
18 15 34 15 11,361 1946 247 1960 624 497
31 28,361 372 264
31 12,361 372 264
31 0,361 372 264
18 15 28,361 1946 247 264
31 15 28,361 372 247 264
18 15 34 28,361 1946 247 2024 264
31 15 34 28,361 372 247 2024 264
31 13 15 28,361 372 1946 247 264
31 13,361 372 1946
31 15 34 26 31,361 1109 484 1805 2016 158
18 15 34 26 31,361 1946 247 1299 2016 158
34 23,364 891 1480
34 27,364 1030 1480
34 26,364 1299 2016
34 34 26,364 1299 1687 2016
22 34,2016 257 364
31 15 34,2016 158 257 364
22 34 34,2016 257 2008 364
34 28,364 2022 264
26 12,364 2016 264
34 28,364 1299 518
26 12,364 2016 518
34 31,364 2022 46
34 31,364 2022 65
34 31,364 1286 77
34 31,364 1722 156
34 31,364 2022 222
34 31,364 1286 261
34 31,364 353 427
34 31,364 2022 452
34 31,364 1286 551
34 31,364 2022 576
34 31,364 353 618
34 31,364 2022 826
34 31,364 2022 1144
34 31,364 2022 1247
34 31,364 1722 1249
34 31,364 1286 1266
34 31,364 995 1322
34 31,364 2022 1663
34 31,364 707 1724
34 31,364 26 1806
34 27,364 1673 1806
34 31,364 2022 1808
34 31,364 2022 1810
34 31,364 1286 1860
34 31,364 1286 1876
34 31,364 2022 1877
34 31,364 2022 1906
34 31,364 2022 1913
34 34,364 1722 358
34 34,364 1722 425
34 34,425 2008 364
34 34,364 2022 484
34 34,484 1844 364
34 34,364 1331 552
34 34,552 2008 364
34 34,364 2022 623
34 34,623 1303 364
34 34,364 1299 685
34 34,685 1949 364
34 34,364 1286 687
34 34,687 104 364
34 34,364 1286 690
34 34,690 2008 364
34 34,364 1299 707
34 34,707 2008 364
34 34,364 1331 737
34 34,737 1969 364
34 34,364 690 739
34 34,739 2008 364
34 34,364 353 779
34 34,779 1949 364
34 34,364 2022 789
34 34,789 1284 364
34 34,364 353 810
34 34,810 2008 364
34 34,364 1722 878
34 34,878 2008 364
34 34,364 247 891
34 34,891 425 364
34 34,364 1722 907
34 34,907 2008 364
34 34,364 26 917
34 34,917 2008 364
34 34,364 247 924
34 34,924 2008 364
34 34,364 247 947
34 34,947 2008 364
34 34,364 1722 977
34 34,977 106 364
34 34,364 1722 995
34 34,995 2008 364
34 34,364 321 1029
34 34 34,364 2022 321 1029
34 34,1029 484 364
34 34 34,1029 484 1844 364
34 34,364 2022 1030
34 34,1030 1207 364
34 34,364 2022 1046
34 34,1046 1673 364
34 34,364 707 1110
34 34,1110 2008 364
34 34,364 1331 1123
34 34,1123 2008 364
34 34,364 1331 1142
34 34,1142 2013 364
34 34,364 1722 1179
34 34,1179 1303 364
34 34,364 1331 1207
34 34,1207 2008 364
34 34,364 1286 1235
34 34,1235 1838 364
34 34,364 1331 1254
34 34,1254 2008 364
34 34,364 1286 1273
34 34,1273 2008 364
34 34,364 353 1284
34 34,1284 2008 364
34 34,364 353 1286
34 34,1286 2008 364
34 34,364 1331 1299
34 34,1299 2008 364
34 34,364 2022 1303
34 34,1303 321 364
34 34,364 353 1316
34 34,1316 2008 364
34 34,364 353 1331
34 34,1331 1915 364
34 34,364 1286 1346
34 34,1346 2008 364
34 34,364 26 1397
34 34,1397 22 364
34 31,364 1286 1408
34 34,364 1284 1408
34 34,364 1331 1669
34 34,1669 1179 364
34 34,364 1331 1673
34 34,1673 1927 364
34 34,364 1331 1714
34 34,1714 1969 364
34 34,364 353 1722
34 34,1722 247 364
34 34,364 1286 1755
34 34,1755 2008 364
34 34,364 1722 1780
34 34,1780 260 364
34 34,364 1331 1790
34 34,1790 1937 364
34 34,364 1286 1792
34 34,1792 2008 364
34 34,364 1331 1825
34 34,1825 2008 364
34 34,364 1722 1826
34 34 34,364 1722 2008 1826
34 34,1826 2008 364
34 34 34,1826 2008 1969 364
34 34,364 1722 1830
34 34,1830 1969 364
34 34,364 1722 1838
34 34,1838 1235 364
34 34,364 353 1844
34 34,1844 2008 364
34 34 34,1844 2008 1969 364
34 34,364 353 1869
34 34,1869 2008 364
34 34,364 1722 1886
34 34,1886 2008 364
34 34,364 1331 1907
34 34,1907 2008 364
34 34,364 1299 1912
34 34,1912 1969 364
34 34,364 1331 1915
34 34,1915 1949 364
34 34,364 1331 1926
34 34 34,364 1331 1299 1926
34 34,1926 1969 364
27 34,1926 260 364
15 34,1926 260 364
34 34 34,1926 1969 2008 364
34 34,364 2022 1927
34 34,1927 1942 364
34 34,364 353 1933
34 34,1933 2008 364
34 34,364 1286 1937
34 34,1937 2008 364
34 34,364 353 1942
34 34,1942 2008 364
34 34,364 1722 1949
34 34,1949 2008 364
34 34,364 353 1959
34 34 34,364 353 1949 1959
34 34,1959 1949 364
34 34,364 353 1964
34 34,1964 1969 364
34 34,364 1331 1969
34 34,1969 2008 364
34 34,364 2022 2001
34 34,2001 947 364
34 34,364 1722 2008
34 34,2008 1969 364
34 34,364 353 2013
34 34 34,364 353 1179 2013
34 34,2013 1331 364
34 34 34,2013 1331 1915 364
34 34,364 353 2022
34 34,2022 260 364
