node_id,direction,edges
484,out,69 68 69 68 69 68 69 68 69 68 69 68 69 68 68 69 69 68 69 68 69 68 69 68 69 68 69 68 69 68 69 69 69 68 69 68 69 68 69 68 69 68 62 69 68 69 68 68 69 68 31 62 62 69 68 69 69 68 71 69 68 45 62 69 68 45 69 68 69 68 62 69 68 62 45 45 45 45 45 68 77 31 31 45 45 69 68 68 69 68 45 69 68 68 31 62 69 68 56 62 69 68 69 68 62 45 62 62 69 68 31 31 27 69 68 69 68 69 68 45 45 69 68 45 45 69 68 69 68 68 69 68 65 68 69 69 68 69 69 68 69 68 69 68 69 68 69 68 69 68 62 68 69 68 69 69 68 69 68 69 68 45 69 68 69 68 68 69 69 68 45 69 68 69 68 68 69 68 69 69 68 31 69 68 69 68 45 31 69 68 69 68 69 68 69 68 62 45 69 68 45 69 68 69 68 69 68 62 69 68 62 62 69 68 69 68 69 68 69 68 69 68 69 45 69 68 31 31 31 62 69 68 62 69 69 68 45 32 69 68 45 45 69 68 62 45 62 46 45 45 45 31 69 68 45 62 45 45 45 45 69 68 45 45 45 45 45 45 45 45 45 45 45 45 45 45 45 71 45 45 45 45 31 45 45 45 45 62 69 68 45 62 69 68 45 69 45 45 45 45 69 68 69 68 31 69 68 69 68 69 68 69 68 45 69 68 45 69 68 45 45 69 68 69 68 69 69 62 69 68 75 45 69 68 68 45 69 68 69 68 69 68 68 45 45 45 45 45 69 68 45 45 45 45 69 68 45 45 45 45 45 69 68 69 68 45 62 62 62 69 68 69 68 69 68 69 68 69 68 69 68 69 68 69 68 69 68 69 68 69 68 69 68 69 31 62 68 69 68 69 68 69 68 62 62 69 68 69 68 69 68 69 71 62 69 68 69 68 62 69 68 69 68 69 68 69 68 69 68 69 69 68 69 69 68 69 68 62 62 69 68 45 69 68 69 68 69 68 69 68 69 68 69 69 68 45 71 68 69 68 69 68 69 68 69 68 69 69 68 69 69 68 69 69 68 69 68 69 68 68 
485,in,74 74 7 74 45 67 23 25 7 7 7 19 7 74 33 19 7 74 23 7 7 74 23 
485,out,75 75 6 75 44 66 22 24 6 6 6 18 6 75 32 18 6 75 22 6 6 75 22 
486,in,7 7 45 25 7 7 7 74 7 7 23 7 7 
486,out,6 6 44 24 6 6 6 75 6 6 22 6 6 
487,in,45 45 7 7 7 63 63 37 33 25 3 7 63 9 
487,out,44 44 6 6 6 62 62 36 32 24 2 6 62 8 
488,in,63 7 45 25 7 7 7 73 7 7 7 7 63 7 7 
488,out,62 6 44 24 6 6 6 72 6 6 6 6 62 6 6 
489,in,42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 31 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 27 42 42 42 42 42 42 42 42 
489,out,43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 30 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 26 43 43 43 43 43 43 43 43 
490,in,7 67 63 45 7 7 7 7 25 7 63 7 7 63 63 9 23 
490,out,6 66 62 44 6 6 6 6 24 6 62 6 6 62 62 8 22 
491,in,42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 79 42 42 42 42 42 42 42 42 42 42 27 
491,out,43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 43 78 43 43 43 43 43 43 43 43 43 43 26 
492,in,7 7 75 73 63 25 7 45 71 25 7 19 75 1 7 75 75 75 7 63 1 9 7 75 7 75 75 
492,out,6 6 74 72 62 24 6 44 70 24 6 18 74 0 6 74 74 74 6 62 0 8 6 74 6 74 74 
493,in,7 7 7 45 7 7 7 7 7 35 25 7 
493,out,6 6 6 44 6 6 6 6 6 34 24 6 
494,in,37 45 25 7 25 7 7 45 45 45 7 7 63 63 7 7 33 45 25 23 25 
494,out,36 44 24 6 24 6 6 44 44 44 6 6 62 62 6 6 32 44 24 22 24 
495,in,6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 
495,out,7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 
496,in,69 68 63 63 44 69 68 69 68 63 69 68 69 68 63 69 68 63 63 44 69 68 69 68 69 68 69 68 69 69 68 68 69 68 69 68 69 68 69 68 69 68 69 68 69 68 69 68 68 69 68 69 68 69 68 69 68 68 69 68 69 69 68 69 69 68 69 68 69 47 69 63 69 68 57 63 69 68 69 68 63 69 68 63 69 68 63 69 68 68 63 69 
496,out,69 68 62 62 45 69 68 69 68 62 69 68 69 68 62 69 68 62 62 45 69 68 69 68 69 68 69 68 68 69 68 69 69 68 69 68 69 68 69 68 69 68 69 68 69 68 69 68 69 69 68 69 68 69 68 69 68 69 69 68 68 69 68 68 69 68 69 68 68 46 68 62 69 68 56 62 69 68 69 68 62 69 68 62 69 68 62 69 68 69 62 68 
497,in,22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 55 22 22 22 22 22 22 22 22 22 22 
497,out,23 23 23 23 23 23 23 23 23 23 23 23 23 23 23 23 23 23 23 23 23 23 23 23 23 23 23 23 23 23 23 23 54 23 23 23 23 23 23 23 23 23 23 
498,in,70 34 70 34 70 70 70 34 34 34 34 70 70 34 34 34 34 70 70 34 34 34 34 34 34 70 34 70 34 70 36 34 76 70 34 34 34 34 34 36 
498,out,71 35 71 35 71 71 71 35 35 35 35 71 71 35 35 35 35 71 71 35 35 35 35 35 35 71 35 71 35 71 37 35 77 71 35 35 35 35 35 37 
499,in,45 75 7 9 74 75 1 23 75 37 35 75 75 75 75 75 
499,out,44 74 6 8 75 74 0 22 74 36 34 74 74 74 74 74 
500,in,7 15 1 19 35 45 7 7 7 7 33 7 7 19 
500,out,6 14 0 18 34 44 6 6 6 6 32 6 6 18 
501,in,67 7 7 63 45 25 7 63 9 63 63 63 63 63 63 63 63 7 63 63 37 
501,out,66 6 6 62 44 24 6 62 8 62 62 62 62 62 62 62 62 6 62 62 36 
502,in,63 74 73 7 7 25 75 7 9 63 3 45 33 9 7 63 63 9 9 71 33 63 75 
502,out,62 75 72 6 6 24 74 6 8 62 2 44 32 8 6 62 62 8 8 70 32 62 74 
503,in,63 7 45 25 25 7 63 73 63 63 23 63 7 63 7 63 7 63 63 7 7 63 74 71 13 7 
503,out,62 6 44 24 24 6 62 72 62 62 22 62 6 62 6 62 6 62 62 6 6 62 75 70 12 6 
504,in,74 45 7 7 7 75 7 7 63 7 25 7 23 19 
504,out,75 44 6 6 6 74 6 6 62 6 24 6 22 18 
505,in,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
505,out,1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
506,in,67 73 7 7 45 7 1 63 35 7 25 63 
506,out,66 72 6 6 44 6 0 62 34 6 24 62 
507,in,7 7 25 7 23 25 19 7 7 45 45 3 7 7 7 
507,out,6 6 24 6 22 24 18 6 6 44 44 2 6 6 6 
508,in,7 7 25 15 23 25 1 19 45 19 43 7 19 7 15 
508,out,6 6 24 14 22 24 0 18 44 18 42 6 18 6 14 
509,in,7 7 75 75 25 25 45 7 75 75 75 23 7 75 75 75 75 
509,out,6 6 74 74 24 24 44 6 74 74 74 22 6 74 74 74 74 
510,in,19 45 25 43 15 7 7 43 1 7 7 7 19 43 1 19 7 7 7 7 
510,out,18 44 24 42 14 6 6 42 0 6 6 6 18 42 0 18 6 6 6 6 
511,in,63 45 25 63 63 63 63 63 45 7 63 25 33 7 35 7 63 
511,out,62 44 24 62 62 62 62 62 44 6 62 24 32 6 34 6 62 
512,in,7 25 7 45 7 75 7 19 7 1 75 7 23 
512,out,6 24 6 44 6 74 6 18 6 0 74 6 22 
513,in,6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 
513,out,7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 
514,in,7 7 19 43 15 7 7 43 1 7 7 7 7 19 61 60 7 7 7 19 
514,out,6 6 18 42 14 6 6 42 0 6 6 6 6 18 61 60 6 6 6 18 
515,in,19 7 7 7 43 43 43 7 43 7 43 3 45 7 19 43 7 7 33 7 35 7 19 
515,out,18 6 6 6 42 42 42 6 42 6 42 2 44 6 18 42 6 6 32 6 34 6 18 
516,in,7 7 71 7 25 7 7 7 7 45 7 7 7 
516,out,6 6 70 6 24 6 6 6 6 44 6 6 6 
517,in,7 7 7 45 7 25 74 74 74 7 74 23 37 25 
517,out,6 6 6 44 6 24 75 75 75 6 75 22 36 24 
518,in,24 24 56 24 56 24 56 24 24 56 56 56 56 24 24 24 24 24 56 24 24 56 24 56 56 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 56 24 24 24 24 56 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 56 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 56 56 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 56 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 56 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 56 24 24 24 24 24 24 24 24 56 24 24 24 24 24 24 24 24 24 24 24 56 24 24 24 56 24 24 24 24 24 24 24 24 24 24 56 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 56 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 56 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 56 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 56 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 56 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 56 24 56 24 56 56 56 24 56 56 56 24 24 24 24 24 56 56 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 56 24 24 56 56 24 24 56 24 56 24 24 24 24 24 56 56 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 56 24 24 56 24 24 24 24 24 24 24 24 24 24 56 56 24 56 24 24 24 24 24 24 24 24 24 24 56 56 56 56 24 56 24 24 56 24 
518,out,25 25 57 25 57 25 57 25 25 57 57 57 57 25 25 25 25 25 57 25 25 57 25 57 57 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 57 25 25 25 25 57 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 57 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 57 57 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 57 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 57 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 57 25 25 25 25 25 25 25 25 57 25 25 25 25 25 25 25 25 25 25 25 57 25 25 25 57 25 25 25 25 25 25 25 25 25 25 57 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 57 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 57 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 57 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 57 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 57 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 57 25 57 25 57 57 57 25 57 57 57 25 25 25 25 25 57 57 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 57 25 25 57 57 25 25 57 25 57 25 25 25 25 25 57 57 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 57 25 25 57 25 25 25 25 25 25 25 25 25 25 57 57 25 57 25 25 25 25 25 25 25 25 25 25 57 57 57 57 25 57 25 25 57 25 
519,in,9 7 45 7 73 74 25 7 9 63 3 45 63 63 63 7 63 
519,out,8 6 44 6 72 75 24 6 8 62 2 44 62 62 62 6 62 
520,in,19 7 7 45 7 7 7 7 7 63 15 7 33 63 23 17 19 
520,out,18 6 6 44 6 6 6 6 6 62 14 6 32 62 22 16 18 
521,in,7 7 19 7 15 7 25 7 43 7 45 7 7 15 7 15 7 15 7 19 7 
521,out,6 6 18 6 14 6 24 6 42 6 44 6 6 14 6 14 6 14 6 18 6 
522,in,25 25 45 25 7 43 7 19 43 7 7 15 25 7 45 
522,out,24 24 44 24 6 42 6 18 42 6 6 14 24 6 44 
523,in,18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 
523,out,19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 
524,in,7 19 7 15 7 25 7 7 7 7 7 45 7 7 7 35 33 23 7 
524,out,6 18 6 14 6 24 6 6 6 6 6 44 6 6 6 34 32 22 6 
525,in,75 37 7 73 7 67 74 63 9 75 75 45 75 7 75 63 63 19 7 75 7 33 75 23 75 25 19 75 75 75 23 75 75 
525,out,74 36 6 72 6 66 75 62 8 74 74 44 74 6 74 62 62 18 6 74 6 32 74 22 74 24 18 74 74 74 22 74 74 
526,in,19 15 7 25 7 3 45 7 7 7 7 15 7 
526,out,18 14 6 24 6 2 44 6 6 6 6 14 6 
527,in,7 7 7 33 45 25 7 7 7 7 19 7 7 7 74 
527,out,6 6 6 32 44 24 6 6 6 6 18 6 6 6 75 
528,in,63 9 7 25 63 63 63 63 63 63 45 1 63 73 25 7 63 63 
528,out,62 8 6 24 62 62 62 62 62 62 44 0 62 72 24 6 62 62 
529,in,18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 
529,out,19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 19 
530,in,19 15 7 43 1 45 7 7 7 43 25 7 
530,out,18 14 6 42 0 44 6 6 6 42 24 6 
531,in,7 7 15 7 43 25 1 43 7 45 19 7 7 7 19 7 7 
531,out,6 6 14 6 42 24 0 42 6 44 18 6 6 6 18 6 6 
532,in,7 7 67 15 37 7 7 7 7 7 7 45 7 
532,out,6 6 66 14 36 6 6 6 6 6 6 44 6 
533,in,24 24 24 24 24 56 24 24 56 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 56 24 24 24 56 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 56 24 24 24 56 24 24 56 24 24 24 24 24 24 24 24 56 24 24 24 24 24 56 56 24 56 24 24 24 24 24 56 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 56 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 56 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 
533,out,25 25 25 25 25 57 25 25 57 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 57 25 25 25 57 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 57 25 25 25 57 25 25 57 25 25 25 25 25 25 25 25 57 25 25 25 25 25 57 57 25 57 25 25 25 25 25 57 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 57 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 57 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 
534,in,6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 
534,out,7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 
535,in,45 67 7 7 7 45 63 7 45 7 7 3 7 63 
535,out,44 66 6 6 6 44 62 6 44 6 6 2 6 62 
536,in,6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 
536,out,7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 
537,in,7 45 15 7 7 1 7 7 7 1 7 7 7 7 
537,out,6 44 14 6 6 0 6 6 6 0 6 6 6 6 
538,in,7 7 7 25 7 7 7 7 7 7 7 7 71 35 33 
538,out,6 6 6 24 6 6 6 6 6 6 6 6 70 34 32 
539,in,6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 
539,out,7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 
540,in,7 7 7 67 19 1 74 74 25 7 7 74 45 7 7 7 7 
540,out,6 6 6 66 18 0 75 75 24 6 6 75 44 6 6 6 6 
541,in,7 7 7 7 15 7 25 7 7 7 45 7 7 7 
541,out,6 6 6 6 14 6 24 6 6 6 44 6 6 6 
542,in,19 43 15 25 43 37 7 7 7 15 7 19 7 
542,out,18 42 14 24 42 36 6 6 6 14 6 18 6 
543,in,6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 
543,out,7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 
544,in,7 7 15 7 7 7 45 7 7 7 35 7 33 7 
544,out,6 6 14 6 6 6 44 6 6 6 34 6 32 6 
545,in,7 51 50 19 7 7 15 7 43 43 19 7 7 19 45 7 7 7 
545,out,6 51 50 18 6 6 14 6 42 42 18 6 6 18 44 6 6 6 
546,in,7 43 7 25 19 51 50 7 67 7 43 15 7 7 37 
546,out,6 42 6 24 18 51 50 6 66 6 42 14 6 6 36 
547,in,7 7 15 7 25 7 7 7 7 7 3 7 7 7 7 7 23 7 
547,out,6 6 14 6 24 6 6 6 6 6 2 6 6 6 6 6 22 6 
548,in,19 19 15 1 35 7 77 45 19 7 7 19 43 7 7 7 33 7 15 
548,out,18 18 14 0 34 6 76 44 18 6 6 18 42 6 6 6 32 6 14 
549,in,67 7 7 7 45 19 19 7 33 19 71 35 7 7 19 
549,out,66 6 6 6 44 18 18 6 32 18 70 34 6 6 18 
550,in,62 62 62 62 31 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 27 62 62 62 
550,out,63 63 63 63 30 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 26 63 63 63 
551,in,62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 62 
551,out,63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 63 
552,in,63 63 63 69 68 69 68 63 69 69 68 63 69 68 63 63 63 69 68 69 68 69 68 69 68 69 68 63 69 68 69 68 69 68 69 68 69 68 69 63 69 68 63 47 63 69 68 63 63 63 63 63 63 63 69 68 69 68 63 63 69 68 69 68 
552,out,62 62 62 69 68 69 68 62 68 69 68 62 69 68 62 62 62 69 68 69 68 69 68 69 68 69 68 62 69 68 69 68 69 68 69 68 69 68 68 62 69 68 62 46 62 69 68 62 62 62 62 62 62 62 69 68 69 68 62 62 69 68 69 68 
553,in,19 19 15 7 7 35 25 19 19 19 41 40 45 7 7 7 7 15 43 7 
553,out,18 18 14 6 6 34 24 18 18 18 41 40 44 6 6 6 6 14 42 6 
554,in,67 7 1 61 25 7 7 7 3 45 7 7 67 7 61 
554,out,66 6 0 60 24 6 6 6 2 44 6 6 66 6 60 
555,in,7 25 25 45 45 7 25 25 7 7 7 7 7 7 35 25 9 75 
555,out,6 24 24 44 44 6 24 24 6 6 6 6 6 6 34 24 8 74 
556,in,6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 
556,out,7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 
557,in,19 45 7 7 19 43 7 7 7 15 19 7 
557,out,18 44 6 6 18 42 6 6 6 14 18 6 
558,in,7 7 67 7 7 7 45 63 9 7 33 37 17 25 19 
558,out,6 6 66 6 6 6 44 62 8 6 32 36 16 24 18 
559,in,73 19 7 25 43 45 7 63 63 7 73 15 7 7 19 
559,out,72 18 6 24 42 44 6 62 62 6 72 14 6 6 18 
560,in,19 75 15 7 43 7 25 7 19 7 7 33 15 35 7 37 7 
560,out,18 74 14 6 42 6 24 6 18 6 6 32 14 34 6 36 6 
561,in,7 73 45 45 73 7 45 7 7 7 25 75 33 25 
561,out,6 72 44 44 72 6 44 6 6 6 24 74 32 24 
562,in,19 45 15 25 43 43 43 67 7 7 15 7 19 
562,out,18 44 14 24 42 42 42 66 6 6 14 6 18 
563,in,45 63 7 7 25 9 7 75 7 7 23 17 75 75 
563,out,44 62 6 6 24 8 6 74 6 6 22 16 74 74 
564,in,43 19 7 7 43 19 45 7 19 7 7 7 19 
564,out,42 18 6 6 42 18 44 6 18 6 6 6 18 
565,in,7 19 67 15 15 19 15 7 43 43 19 19 7 7 7 19 15 7 15 19 37 35 19 15 
565,out,6 18 66 14 14 18 14 6 42 42 18 18 6 6 6 18 14 6 14 18 36 34 18 14 
