Head,Tail,Relations
1815,1414,159
1815,1718,159
1815,1972,159
1815,2406,159
1815,2621,159
1815,2896,159
1815,4768,159
1815,4982,159
1815,9052,159
1815,10574,159
1817,8868,0 211 212
1817,9984,210
1817,12949,210
1817,4307,211
1817,4308,211
1817,7583,211
1818,1796,203
1818,5794,210
1818,8953,210
1818,9984,210
1818,4004,214
1818,979,215
1819,10165,50
1819,5794,56
1819,9984,56
1819,8327,57
1819,1663,58
1819,2575,58
1819,8487,58
1819,8759,58
1819,2192,59
1819,5439,59
1819,12369,59
1819,13908,59
1819,1819,60
1819,2178,65 168
1819,4617,171
1820,4750,9
1820,5337,9
1820,5368,9
1820,10350,9
1820,10607,9
1820,10620,9
1820,10860,9
1820,10862,9
1820,11404,9
1820,11407,9
1820,12479,9
1820,12541,9
1820,12544,9
1820,724,10
1820,1922,10
1820,5495,10
1820,6255,10
1820,8646,10
1820,878,11
1820,11565,11
1820,11720,11 68
1820,12512,11 68
1820,894,32
1820,1570,32
1820,11466,33
1820,10857,68
1820,12152,68
1820,5420,186
1820,10390,188
1820,13712,189
1820,1370,191
1820,4441,191
1820,6121,191
1820,11852,191
1820,7835,196
1821,13117,8 15
1821,5273,13
1821,1413,14
1821,8138,71
1821,3644,72
1821,10390,73 96
1821,10532,78
1821,7699,85
1821,9767,85
1821,4353,86
1821,701,93
1821,3929,95
1822,576,149
1822,673,149
1822,2903,149
1822,6320,150
1822,13078,150
1823,9784,73 96
1823,10532,78
1823,9032,85
1823,9767,85
1823,9966,85
1823,4353,86
1823,8485,86
1823,8759,86
1823,2287,89
1823,3960,94
1823,3929,95
1823,477,96
1823,3147,96
1823,6160,96
1823,6528,96
1823,8116,96
1823,8479,96
1823,8568,96
1823,9965,96
1823,10390,96
1823,11510,96
1823,11983,96
1823,13177,96
1824,2088,44
1824,10532,46
1824,10165,50
1824,11580,171 174
1824,2119,173
1825,9784,22
1825,11741,23
1825,10165,50
1826,10165,50
1826,5303,173
1827,10532,39
1827,8663,186
1827,10390,188
1827,14479,189 190
1827,2525,190
1827,326,191
1827,13003,201
1827,13012,201
1828,10579,9
1828,635,10
1828,1332,10
1828,2863,10
1828,6749,10
1828,6914,10
1828,9242,10
1828,9554,10
1828,11951,10
1828,9365,11
1828,11011,11 68
1828,2512,68
1828,5659,68
1828,8663,186
1828,10390,188
1828,11415,189 190
1828,3960,190
1828,923,191
1828,6121,191
1828,7835,196
1829,4423,61
1829,12029,61
1829,5591,62
1829,10961,62
1830,3741,13
1830,3746,13
1830,5242,13
1830,5260,13
1830,1484,14
1830,4520,14 77 92 99
1830,7637,14 71
1830,5617,15
1830,10390,73
1830,10532,78
1830,8432,85
1830,9767,85
1830,4353,86
1830,4519,92 99
1830,4431,93
1830,12422,93
1830,3929,95
1831,4353,37
1831,10390,38 172
1831,10532,43 45 46 63 66 168
1831,10165,50
1831,1831,55 60
1831,8953,56
1831,9984,56
1831,3969,58
1831,3397,59
1831,6567,59
1831,11276,171
1832,8443,13
1832,4301,14
1832,6386,14
1832,4963,71
1832,10390,73
1832,10532,78
1832,5633,79
1832,4059,85
1832,4540,85
1832,10836,85
1832,12574,85
1832,4353,86
1832,2287,89
1832,10651,89
1832,11310,89
1832,9714,91
1832,9784,97
1833,10390,73 96
1833,10532,78
1833,5633,79
1833,9569,83
1833,4059,85
1833,4540,85
1833,10836,85
1833,12574,85
1833,4353,86
1833,5940,87
1833,4940,89
1833,10651,89
1833,10690,89
1833,11310,89
1833,9714,91
1833,703,93
1833,3929,95
1834,8684,111
1834,11497,112 188
1834,7330,113
1834,7511,113
1834,2540,175
1834,8663,186
1834,12737,189 190
1834,12061,191
1834,12176,191
1834,5065,192
1835,8032,13
1835,8665,13
1835,705,14
1835,2396,14 87
1835,6209,14
1835,10165,50
1835,10390,73 96
1835,9373,74
1835,9784,75
1835,10532,78
1835,9569,83
1835,1719,85
1835,4497,85
1835,8432,85
1835,9747,85
1835,4353,86
1835,6928,86
1835,2287,89
1835,10651,89
1835,10690,89
1835,11310,89
1835,288,91
1835,1083,92
1835,13938,92 99
1835,3427,93
1835,3929,95
1836,1270,9
1836,3480,9
1836,4223,9
1836,5053,9
1836,6481,9
1836,12545,9
1836,221,10
1836,2576,10 12
1836,4076,10
1836,14174,147 189
1836,2668,148
1836,1398,151
1836,7869,152
1836,13329,152
1836,5420,186
1836,9784,188
1836,733,191
1836,4396,191
1836,10485,191
1836,13259,192
1836,7835,196
1837,10532,43 45 46 63 66 168
1837,1837,55 60
1837,6656,56
1837,1155,57
1837,2445,57
1837,3124,58
1837,4353,58
1837,4423,58
1837,5167,58
1837,5764,58
1837,6109,58
1837,6507,58
1837,7653,58
1837,12029,58
1837,12723,58
1837,2782,59
1837,2920,59
1837,4910,59
1837,5071,59
1837,5280,59
1837,5571,59
1837,5939,59
1837,5970,59
1837,8928,59
1837,10553,59
1837,11390,59
1837,11564,59
1837,13251,59
1837,6764,169
1837,2207,171
1837,10390,172
1838,3984,199 200
1838,4693,199 200
1838,5036,199 200
1838,11682,199 200
1839,3984,199 200
1839,4693,199 200
1839,5036,199
1839,11682,199 200
1839,5165,215
1840,1005,180
1840,594,190
1840,12061,191
1841,10165,50
1841,3960,147 189 190
1841,5420,186
1841,4353,187
1841,5846,187
1841,5836,188
1841,10390,188
1841,1259,191
1841,13803,191
1841,7835,196
1842,10165,50
1842,1842,55 60
1842,1964,56
1842,5794,56
1842,4423,58
1842,6109,58
1842,8723,58
1842,12029,58
1842,13573,58
1842,3461,59
1842,5031,59
1842,14012,63 65
1842,12932,173
1844,10165,50
1844,308,152
1844,8663,186
1844,4458,188
1844,9784,188
1844,11691,189
1844,1170,191
1844,1259,191
1844,8581,191
1844,13803,191
1844,7835,196
1845,9084,22
1845,10165,50
1845,3732,129
1845,4574,131
1846,8114,9
1846,11409,9
1846,5834,10
1846,6415,10
1846,7538,10
1846,11427,11
1846,1594,31
1846,10971,31
1846,1767,33
1846,9709,33
1846,14233,33
1846,2326,68
1846,8962,68
1846,11279,68
1846,11598,68
1846,5420,186
1846,10390,188
1846,1801,189 190
1846,8489,190
1846,13324,190
1846,4396,191
1846,6121,191
1846,10485,191
1846,11541,191
1846,5460,194
1846,2140,195
1846,2879,195
1847,3082,9
1847,3562,9
1847,3563,9
1847,3564,9
1847,3579,9
1847,3580,9
1847,3585,9
1847,6383,9
1847,6810,9
1847,6829,9
1847,8700,9
1847,10414,115
1847,12332,115
1847,10390,188
1847,11415,189
1847,11246,191
1847,5859,192
1848,1232,9
1848,1909,10 12
1848,1933,10 12
1848,2029,10 12
1848,2667,10 12
1848,2936,10 12
1848,6381,10
1848,13547,10
1848,14347,10
1848,10165,50
1848,6694,68
1848,11917,147
1848,5611,148
1848,10390,188
1848,12227,189
1848,4396,191
1848,10485,191
1849,5257,13
1849,2740,14 87
1849,4560,14
1849,10303,14 92 99
1849,13233,14
1849,9784,73
1849,10390,73
1849,3929,74 95
1849,7699,85
1849,8432,85
1849,8918,85
1849,12574,85
1849,12965,85
1849,12291,93
1850,5337,9
1850,5368,9
1850,6487,9
1850,10278,9
1850,10351,9
1850,10862,9
1850,12541,9
1850,5146,10
1850,8727,10
1850,7381,11 68
1850,8310,11 68
1850,14238,11 68
1850,10886,30 32
1850,5071,32 195
1850,13443,32
1850,6421,68
1850,8765,68
1850,5420,186
1850,4353,187
1850,10390,188
1850,2525,190
1850,4396,191
1851,2737,14
1851,11086,72
1851,10390,73 96
1851,6419,77
1851,12836,82
1851,8111,84
1851,1465,85
1851,1777,85
1851,5919,85
1851,9767,85
1851,12809,85
1851,4353,86
1851,6157,87
1851,10295,88
1851,10690,89
1851,11310,89
1851,12838,92
1851,5176,96
1851,8495,96
1851,9061,96
1851,9784,96
1851,9965,96
1851,10796,96
1851,11311,96
1851,11510,96
1851,11983,96
1851,12977,96
1852,6521,9
1852,2197,11 68
1852,3182,68
1852,13191,68
1852,7733,180
1852,8663,186
1852,6529,188
1852,4396,191
1852,6218,192
1852,11363,193
1852,7835,196
1853,445,121
1853,6928,123
1853,8663,186
1854,4307,211
1855,3192,10 12
1855,4769,10 12
1855,4881,10 12
1855,6298,10 12
1855,7111,10
1855,7175,10 12
1855,8216,10
1855,8523,10 12
1855,8628,10
1855,9007,10 12
1855,9008,10
1855,9087,10 12
1855,12247,10 12
1855,1655,11 223
1855,8271,11
1855,3058,12
1855,5105,12
1855,5420,186
1855,10390,188
1855,11913,189
1855,278,190
1855,1349,191
1855,11592,191
1855,13317,191
1855,7835,196
1856,12548,13
1856,165,14
1856,1064,14
1856,8565,14 81
1856,9429,14
1856,11674,72
1856,8072,73
1856,10390,73 96
1856,10532,78
1856,1555,85
1856,5919,85
1856,9966,85
1856,4353,86
1856,6928,86
1856,5045,87
1856,701,93
1856,3929,95
1857,10104,9
1857,11337,9
1857,12005,9
1857,993,10
1857,3939,10
1857,4710,10
1857,5692,10
1857,7859,10
1857,9763,10
1857,5456,11
1857,4819,68
1857,7716,68
1857,10429,68
1857,12610,68
1857,13118,180
1857,8663,186
1857,10390,188
1857,4396,191
1857,7835,196
1858,10165,50
1858,1858,55 60
1858,6109,58
1858,12723,58
1858,4640,59
1858,6591,59
1858,9834,59
1858,12406,59
1858,13973,59
1858,2343,171
1858,8336,173
1859,4694,57
1859,5650,58
1859,7677,58
1859,10853,59
1859,13267,59
1859,1859,60
1859,2178,63 65 168
1859,10312,171
1860,6487,9
1860,8114,9
1860,10864,9
1860,11337,9
1860,5434,10
1860,5435,10
1860,5436,10
1860,4484,11
1860,5507,11 68
1860,7137,32
1860,10428,32
1860,12739,32
1860,1734,33
1860,14470,68
1860,5420,186
1860,10390,188
1860,4182,189 190
1860,11217,192
1860,7835,196
1861,3530,202
1861,5783,202
1861,8755,202
1861,10621,202
1861,11945,202
1861,1167,203
1861,1808,203
1861,1809,203
1861,2283,203
1861,9833,203
1861,11055,203
1861,4004,214
1861,5039,214
1861,5675,214
1861,5676,214
1861,11436,214
1861,979,215
1862,1205,9
1862,1232,9
1862,1268,9
1862,11176,9
1862,921,10
1862,5111,10 12
1862,10165,50
1862,14321,147
1862,8663,186
1862,11919,189 190
1862,733,191
1862,10485,191
1862,11863,191
1862,13803,191
1863,3984,199 200
1863,4693,199
1863,5036,199 200
1863,11682,199 200
1863,8953,210
1863,9984,210
1863,5165,215
1864,6567,141
1864,1674,142
1864,8663,142
1864,13058,142
1864,14351,142
1864,1672,178
1864,7247,178
1865,5460,180
1865,8663,186
1865,10390,188
1865,923,191
1865,4396,191
1865,11852,191
1865,7835,196
1866,10165,50
1866,7447,68
1866,1772,103
1866,5910,146 152
1866,1187,147 189 190
1866,9532,148
1866,2635,151
1866,6491,152
1866,8663,186
1866,4458,188
1866,9784,188
1866,733,191
1866,1370,191
1866,4396,191
1866,10485,191
1866,7835,196
1867,1268,9
1867,1300,9
1867,1326,9
1867,1351,9
1867,5487,9
1867,6479,9
1867,11176,9
1867,2012,10 12
1867,6579,10 12
1867,7789,10
1867,12396,10
1867,3759,68
1867,8663,186
1867,10390,188
1867,11259,190
1867,733,191
1867,11863,191
1868,1387,9
1868,1393,9
1868,3650,9
1868,230,10
1868,610,10
1868,693,10
1868,1951,10
1868,2910,10
1868,13410,10
1868,10165,50
1868,8663,186
1868,10390,188
1868,14303,190
1868,733,191
1868,1259,191
1868,4396,191
1868,10485,191
1868,11863,191
1868,13720,191
1868,13803,191
1868,7835,196
1869,1387,9
1869,1393,9
1869,3650,9
1869,694,10 12
1869,1951,10 12
1869,1999,10
1869,2885,10
1869,2910,10 12
1869,4170,10 12
1869,4571,10
1869,6165,10
1869,6736,10
1869,8529,10 12
1869,12442,10 12
1869,14347,10 12
1869,692,12
1869,7884,12
1869,8528,12
1869,10532,39
1869,8663,186
1869,10390,188
1869,14186,189 190
1869,733,191
1869,10485,191
1870,1245,9
1870,4229,9
1870,4231,9
1870,5213,9
1870,10165,50
1871,4750,9
1871,5271,9
1871,5368,9
1871,6487,9
1871,8443,9
1871,10278,9
1871,10342,9
1871,10582,9
1871,10607,9
1871,10862,9
1871,11404,9
1871,12541,9
1871,705,10
1871,757,10
1871,894,10
1871,1147,10
1871,1605,10
1871,2577,10
1871,3043,10
1871,3352,10 12
1871,3881,10
1871,4710,10
1871,4839,10
1871,4840,10
1871,5211,10
1871,5701,10
1871,5743,10
1871,6805,10
1871,7703,10
1871,9734,10 12
1871,10216,10
1871,12369,10
1871,12639,10
1871,12667,10 12
1871,14482,10
1871,1179,11
1871,4061,11 68
1871,5306,11 68
1871,5520,11 68
1871,5951,11 68
1871,7456,11 68
1871,8194,11 68
1871,9662,11
1871,10294,11 68
1871,10626,11 68
1871,10954,11 68
1871,12507,11 68
1871,8187,12
1871,3354,33
1871,1706,68
1871,3785,68
1871,5972,68
1871,6387,68
1871,8661,68
1871,10271,68
1871,11226,68
1871,12046,68
1871,5420,186
1871,9784,188
1871,10390,188
1871,1335,190
1871,5370,190
1871,13634,190
1871,14418,190
1871,13317,191
1871,13252,192
1871,7835,196
1872,3984,199 200
1872,11682,199 200
1872,4693,200
1873,10015,153 157
1873,13331,155 157
1873,13332,155
1873,2430,156
1873,2635,156
1873,9680,156
1873,927,157
1873,977,157 158
1873,3626,157
1873,7665,157
1873,7869,157
1873,8496,157 158
1873,9092,157
1873,10021,157 158
1873,3680,158
1873,5611,158
1873,8036,158
1873,8825,158
1873,13329,158
1874,3984,199 200
1874,4693,199 200
1874,5036,199 200
1874,11682,199 200
1875,14161,171
1876,10165,50
1876,2817,115
1876,2931,115
1876,9524,115
1876,9690,115
1876,11572,147
1876,12239,147
1877,7838,149
1877,8856,150
1878,10165,50
1879,4678,9
1879,5053,9
1879,2700,10 12
1879,985,12
1879,10165,50
1879,13331,146
1879,308,148
1879,4480,148
1879,4481,148
1879,5043,148
1879,5611,148
1879,7665,148
1879,8036,148
1879,8368,148
1879,12441,148
1879,8663,186
1879,11497,188
1879,13985,190
1879,733,191
1879,10475,191
1879,10485,191
1879,13803,191
1880,1881,8
1880,3534,8
1880,4660,8
1880,4876,8
1880,5042,8
1880,12190,8
1880,12279,8
1880,12338,8
1880,9784,73
1880,11983,73
1880,10532,78
1880,6270,79
1880,7473,84
1880,4497,85
1880,6259,85
1880,4087,86
1880,4353,86
1880,1279,87
1880,12336,91
1880,839,93
1880,3929,95
1881,379,8
1881,585,8
1881,1880,8
1881,3534,8
1881,4660,8
1881,4876,8
1881,5042,8
1881,11519,8
1881,12190,8
1881,12337,8
1881,12338,8
1881,9784,73
1881,7473,84
1881,1777,85
1881,4497,85
1881,4353,86
1881,1279,87
1881,12279,91
1881,3929,95
1881,12248,98
1882,980,13
1882,9784,73
1882,10532,78
1882,7473,84
1882,1777,85
1882,13459,85
1882,2386,86
1882,4353,86
1882,9096,86
1882,1279,87
1882,10390,96
1882,12248,98
1883,13928,8
1883,8109,13
1883,8209,13
1883,8427,13
1883,8463,13
1883,9512,13
1883,178,14
1883,338,14
1883,1570,14
1883,2339,14 92
1883,9182,14 92
1883,10033,14 93
1883,10979,71
1883,10390,73
1883,10532,78
1883,4497,85
1883,6259,85
1883,7973,85
1883,8432,85
1883,12771,85
1883,4353,86
1883,1938,87
1883,3809,88
1883,3850,88
1883,6333,88
1883,11462,88
1883,374,89
1883,2287,89
1883,2771,89
1883,4940,89
1883,4964,89
1883,10651,89
1883,10690,89
1883,11310,89
1883,3929,95
1884,10576,9
1884,10860,9
1884,11005,9
1884,12544,9
1884,10904,32
1884,4597,33
1884,8890,33
1884,12677,33
1884,10390,188
1884,3960,190
1884,4396,191
1884,8726,192
1884,11545,194
1884,1357,195
1884,8095,195
1884,7835,196
1885,8427,9
1885,2258,10
1885,13951,11 68
1885,10837,30 31 32
1885,7022,31
1885,7340,31 32
1885,9461,31
1885,739,32
1885,3217,32 49
1885,4457,32
1885,9076,32
1885,1908,33
1885,2351,33
1885,4279,33
1885,10532,39
1885,2536,68
1885,7712,68
1885,9909,68
1885,10558,68
1885,12636,68
1885,14084,68
1885,8663,186
1885,10390,188
1885,10752,190
1885,11572,190
1885,12135,190
1885,4396,191
1885,11217,192
1886,8665,9
1886,3487,10 12
1886,3414,11 68
1886,3053,32
1886,1935,33
1886,10130,68
1886,10964,68
1886,11431,68
1886,8663,186
1886,10390,188
1886,13198,189
1886,4396,191
1886,11518,191
1886,12335,192
1887,1299,9
1887,3389,9
1887,3391,9
1887,2817,10 12
1887,3115,10 12
1887,4879,10 12
1887,4896,10 12
1887,13973,10 12
1887,10165,50
1887,12938,68
1887,8663,186
1887,10390,188
1887,14192,189 190
1887,10485,191
1888,4287,9
1888,6487,9
1888,10607,9
1888,149,10
1888,5211,10
1888,7345,10
1888,7801,10
1888,12007,10
1888,12975,10
1888,13454,10
1888,871,11 68
1888,1421,11 68
1888,9548,11
1888,7082,31
1888,1751,33
1888,2620,48
1888,954,68
1888,14340,68
1888,5420,186
1888,11497,188
1888,1347,189
1888,9930,190
1888,4396,191
1889,3984,199 200
1889,4693,199 200
1889,5036,199 200
1889,11682,200
1889,5165,215
1890,2938,14 87
1890,10390,73 96
1890,11983,73 96
1890,10532,78
1890,3617,79
1890,1777,85
1890,4656,85
1890,6418,85
1890,9381,85
1890,9767,85
1890,10376,85
1890,11142,85
1890,12025,85
1890,13139,85
1890,13459,85
1890,4353,86
1890,14001,94
1890,3929,95
1891,9084,19 118 119
1891,10090,20 129
1891,1419,129
1892,3984,199
1892,4693,199 200
1892,5036,199 200
1892,11682,199 200
1892,5165,215
1893,4693,199 200
1893,5036,199
1893,11682,199
1893,3984,200
1893,5165,215
1894,3984,199 200
1894,4693,199 200
1894,5036,199 200
1894,11682,200
1895,3984,199
1895,4693,199 200
1895,5036,199 200
1895,11682,199 200
1895,5165,215
1896,10575,9
1896,10861,9
1896,516,11
1896,946,179
1896,14114,180
1896,8663,186
1896,4087,187
1896,10390,188
1896,11259,189
1896,3960,190
1896,923,191
1896,4396,191
1896,4510,191
1896,6121,191
1896,11852,191
1896,11217,192
1898,1767,32
1898,13028,185
1898,8663,186
1898,10390,188
1898,11645,189 190
1898,6528,190
1898,14129,190
1898,326,191
1898,11217,192
1898,7835,196
1899,10165,50
1899,4574,131
1900,4750,9
1900,5337,9
1900,8665,9
1900,9602,9
1900,10278,9
1900,10350,9
1900,10860,9
1900,11407,9
1900,12541,9
1900,12544,9
1900,3639,10
1900,5402,10
1900,5436,10
1900,5574,10
1900,5626,10
1900,6792,10
1900,7030,10
1900,7946,10
1900,8557,10
1900,9011,10
1900,9201,10
1900,9671,10
1900,9763,10
1900,11152,10
1900,12199,10
1900,12680,10
1900,2312,11 68
1900,4180,11 68
1900,4862,11 68
1900,10705,11 68
1900,11293,11 68
1900,14458,11 68
1900,6421,68
1900,9024,68
1900,5420,186
1900,10390,188
1900,8079,190
1900,4396,191
1900,6121,191
1900,1553,196
1901,450,149
1901,1589,150
1901,9959,150
1902,4257,9
1902,4258,9
1902,6479,9
1902,2092,10
1902,10165,50
1902,4206,147 189 190
1902,10390,188
1902,13317,191
1902,7835,196
1903,1297,9
1903,4191,9
1903,5213,9
1903,11176,9
1903,308,148
1903,5611,148
1903,8496,148
1903,13332,148
1903,8663,186
1903,10390,188
1903,1131,189 190
1903,5460,190
1903,8079,190
1903,13713,190
1903,733,191
1903,10485,191
1903,12113,191
1903,13803,191
1903,7835,196
1904,3265,4
1904,6103,4
1904,10102,4
1904,11082,4
1904,11233,4
1906,5218,13
1906,10390,73
1906,1777,85
1906,3235,85
1906,4540,85
1906,6886,85
1906,9767,85
1906,13459,85
1906,14307,85
1906,4353,86
1906,2938,87
1906,10258,92
1906,14001,94
1906,3929,95
1906,3617,99
1907,214,47
1907,1143,47
1907,1508,47
1907,2167,47
1907,2240,47
1907,2377,47
1907,2484,47
1907,2597,47
1907,4534,47
1907,4927,47
1907,5695,47
1907,6367,47
1907,6555,47
1907,6562,47
1907,7310,47
1907,8556,47
1907,8692,47
1907,8981,47
1907,9447,47
1907,9870,47
1907,10047,47
1907,10362,47
1907,11901,47
1907,12820,47
1908,9536,9
1908,10607,9
1908,488,10
1908,645,10 12
1908,1690,10
1908,2528,10 12
1908,2761,10 12
1908,3295,10 12
1908,3671,10 12
1908,4154,10 12
1908,4535,10 12
1908,4710,10 12
1908,5573,10 12
1908,6613,10 12
1908,7892,10 12
1908,8161,10 12
1908,8781,10 12
1908,8956,10 12
1908,8993,10 12
1908,9199,10 12
1908,9201,10 12
1908,9409,10 12
1908,9470,10 12
1908,10435,10 12
1908,12669,10
1908,13382,10 12
1908,73,11
1908,8539,11 68
1908,13780,11
1908,531,12
1908,4478,12
1908,4536,12
1908,5096,12
1908,6313,12
1908,705,32
1908,2045,32
1908,3608,32
1908,1885,33
1908,6399,33
1908,9230,33
1908,12654,33
1908,10130,68
1908,8663,186
1908,4353,187
1908,13503,190
1908,4396,191
1908,11217,192
1908,12475,194
1908,7835,196
1909,1387,9
1909,3651,9
1909,11176,9
1909,1848,10 12
1909,1933,10
1909,2667,10 12
1909,2936,10 12
1909,6381,10
1909,13547,10 12
1909,14347,10 12
1909,2014,12
1909,2029,12
1909,12962,12
1909,10165,50
1909,927,148
1909,8312,180
1909,9248,190
1909,13803,191
1910,10165,50
1910,1870,159
1910,6035,159
1910,9314,159
1911,1960,9
1911,9455,9
1911,10607,9
1911,10989,9
1911,12543,9
1911,6348,10
1911,8163,10
1911,8902,10
1911,11829,10
1911,12667,10
1911,12838,10
1911,14158,180
1911,8663,186
1911,10390,188
1911,11497,188
1911,10738,189
1911,4396,191
1911,11852,191
1911,13422,195
1911,7835,196
1912,11337,13
1912,4797,14 230
1912,4979,14 230
1912,5474,14 230
1912,5789,14 230
1912,7738,14 230
1912,10165,50
1912,1777,227
1912,2410,227
1912,4656,227
1912,11116,227
1912,13459,227
1912,4353,228
1912,1517,230
1912,4449,230
1912,11343,231
1913,10390,22
1913,10165,50
1913,1913,126
1913,12940,127
1914,2220,8 12
1914,4262,8 12
1914,5950,8 12
1914,10882,8 12
1914,12442,8 12
1914,13990,8 12
1914,3649,9
1914,4890,9
1914,6479,9
1914,11176,9
1914,912,10 12
1914,2015,10
1914,2305,10
1914,2700,10 12
1914,2701,10
1914,2821,10
1914,4896,10 12
1914,5905,10 12
1914,13970,10 12
1914,10406,11
1914,12580,12
1914,13937,12
1914,13331,146
1914,8496,148
1914,7869,152
1914,8663,186
1914,10390,188
1914,14483,189 190
1914,266,190
1914,5460,190
1914,733,191
1914,12113,191
1914,13803,191
1914,7835,196
1915,4311,9
1915,4379,9
1915,7585,9
1915,5281,10 12
1915,10165,50
1915,4751,148
1915,6497,148
1915,8496,148
1915,9092,148
1915,13329,148
1915,8663,186
1915,4353,187
1915,10390,188
1915,1259,191
1915,3919,191
1915,4396,191
1915,2040,193
1915,7835,196
1916,10165,50
1916,1916,55 60
1916,1552,56
1916,1964,56
1916,2445,57
1916,434,58
1916,1018,58
1916,1829,58
1916,3124,58
1916,3834,58
1916,4353,58
1916,4423,58
1916,6109,58
1916,8474,58
1916,8759,58
1916,12029,58
1916,8216,59
1916,10532,63 66 168
1916,14296,171
1916,8336,173
1917,10165,50
1917,1932,69
1917,5836,188
1917,13857,191
1918,3984,199
1918,11682,199 200
1918,4693,200
1918,5036,200
1918,5794,210
1918,5165,215
1919,10607,9
1919,11337,9
1919,535,10 12
1919,722,10 12
1919,2279,10 12
1919,2421,10 12
1919,2519,10 12
1919,2659,10 12
1919,2833,10
1919,3382,10 12
1919,3419,10
1919,3903,10 12
1919,4074,10
1919,4145,10 12
1919,4249,10 12
1919,5514,10 12
1919,5606,10
1919,5726,10
1919,5876,10 32 49 195
1919,5878,10 12
1919,5879,10 12
1919,5880,10 12
1919,6163,10
1919,6667,10
1919,6746,10 12
1919,7002,10 12
1919,7003,10 12
1919,7005,10 12
1919,7006,10 12
1919,9562,10
1919,13997,10
1919,14225,10 12
1919,827,11
1919,828,11 68
1919,10140,11 68
1919,441,12
1919,534,12
1919,742,12
1919,4338,12
1919,4474,12
1919,7001,12
1919,7004,12
1919,10656,12
1919,10532,39
1919,837,68
1919,5621,188
1919,9784,188
1919,445,189
1919,2458,190
1919,4396,191
1919,1553,196
1920,1300,9
1920,1351,9
1920,4257,9
1920,11176,9
1920,2724,10
1920,2756,10
1920,12033,10
1920,10165,50
1920,8663,186
1920,10390,188
1920,11914,189 190
1920,3880,191
1920,10485,191
1920,11863,191
1920,13720,191
1920,13803,191
1920,2002,192
1920,7835,196
1921,11330,9
1921,11335,9
1921,6707,10 12
1921,5460,180
1921,8663,186
1921,10390,188
1921,12676,190
1921,4396,191
1921,10485,191
1921,11246,191
1921,11852,191
1921,13857,191
1921,7835,196
1921,13231,225
1922,3754,9
1922,5218,9
1922,5273,9
1922,5371,9
1922,8032,9
1922,8665,9
1922,10607,9
1922,10608,9
1922,10863,9
1922,11405,9
1922,11946,9
1922,28,10
1922,756,10 12
1922,1570,10
1922,1820,10
1922,2248,10
1922,4472,10
1922,4840,10
1922,5096,10
1922,5495,10
1922,6255,10
1922,6956,10
1922,7866,10
1922,10760,10
1922,11118,10 12
1922,11935,10 12
1922,12667,10
1922,1708,11 68
1922,8661,11 68
1922,9139,11 68
1922,10779,11 68
1922,12512,11 68
1922,14086,11 68
1922,6398,12
1922,11494,33
1922,631,68
1922,4969,68
1922,5507,68
1922,7813,68
1922,8080,68
1922,9308,68
1922,10611,68
1922,11266,68
1922,12635,68
1922,8663,186
1922,9096,187
1922,10390,188
1922,278,190
1922,11919,190
1922,1370,191
1922,4441,191
1922,7835,196
1923,8663,186
1923,5621,188
1923,5893,188
1923,8094,188
1923,10006,188
1924,1294,9
1924,5253,9
1924,7963,9
1924,10353,9
1924,393,10
1924,6276,10 12
1924,7023,11
1924,2728,12
1924,2114,33
1924,2178,39
1924,10165,50
1924,3844,68
1924,1772,103
1924,10320,116
1924,2472,148
1924,5611,148
1924,6491,148 152
1924,8036,148
1924,9690,151
1924,977,152
1924,5043,152
1924,5910,152
1924,6921,152
1924,8496,152
1924,9232,152
1924,13331,152
1924,13332,152
1924,8663,186
1924,4458,188
1924,5460,190
1924,1370,191
1924,4396,191
1924,11863,191
1924,13803,191
1924,7835,196
1926,144,52
1926,1150,52
1926,1199,52
1926,1402,52
1926,2672,52
1926,5385,52
1926,5746,52
1926,7861,52
1926,13563,52
1926,10604,53
1926,12320,53
1927,10165,50
1927,7947,116
1927,3960,147 189 190
1927,8663,186
1927,10390,188
1927,1259,191
1927,10485,191
1928,10438,17
1928,10165,50
1928,1928,55
1928,7540,56
1928,9984,56
1928,1124,57
1928,8327,57
1928,2070,58
1928,2575,58
1928,4423,58
1928,4525,58
1928,4582,58
1928,5728,58
1928,6507,58
1928,11624,58
1928,12296,58
1928,12320,58
1928,1648,59
1928,3677,59
1928,6651,59
1928,7433,59
1928,10532,63 66 168
1928,5706,64
1928,11577,171
1930,10165,50
1930,4353,67
1930,5383,68
1930,1932,69
1930,5420,186
1930,9555,189
1930,3444,191
1930,4396,191
1930,10232,191
1930,13857,191
1930,7835,196
1931,10165,50
1931,1932,69
1931,9555,147
1931,5836,188
1931,464,191
1931,733,191
1931,13857,191
1932,528,104
1932,743,104
1932,954,104
1932,3669,104
1932,4723,104
1932,4942,104
1932,5163,104
1932,5383,104
1932,5390,104
1932,5492,104
1932,6143,104
1932,6941,104
1932,7991,104
1932,8189,104
1932,8454,104
1932,8544,104
1932,8571,104
1932,9432,104
1932,9590,104
1932,10128,104
1932,10767,104
1932,10875,104
1932,11348,104
1932,11349,104
1932,11351,104
1932,11652,104
1932,11689,104
1932,13857,197
1933,1232,9
1933,1393,9
1933,3650,9
1933,3653,9
1933,692,10
1933,1848,10 12
1933,2029,10 12
1933,2667,10 12
1933,2936,10 12
1933,6381,10 12
1933,12962,10 12
1933,14347,10 12
